TestId,Date,Time,Athlete Code,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
qiL5l8L9kHOymJzRKG1a,10/9/2023,18:25:37,VB011,Countermovement Jump,,,602.575,0.3325,156.8896,-0.1751,11150.4425,-10684.9653,1871,310.5008,1133.7876,188.1571,1864,309.3391,1532.7929,254.3738,1937,321.4538,0.308,52.2034,0.113,19.1525,0.169,28.6441,0.509,0.59,59.392,158.1238,387.442,217.5158,2.6624,-0.6956,-0.9776,1.6364,2.5542,2.6515,-678.9002,-11.0526,-830.886,-13.5269,2176.0485,35.4264,58.0956,3568.4968,-6.9742,867,997,-13.6999,489.2301,644.5575,-4.698,923,1014,-3.56,739.1124,793.6805,3.0159,5743.3628,5407.0796,-24.2256,-6.8892,770,-14238.9975,3128,798.5416,519.1055,-12.2123,1373,1755,-12.4322,349.6325,448.9091,-22.1268,0.8627,0.5636,127.483,2.0754,0.9669,259.959,4.2322,2.5743
xCQ6nypFgVydrFrpT89j,10/4/2023,18:30:34,VB011,Countermovement Jump,,,604.332,0.3384,158.7385,-0.1866,8573.7705,-8898.0469,1660,274.6835,1103.4672,182.5929,1650,273.0287,1488.5389,246.3114,1826,302.1518,0.308,50.4918,0.122,20,0.18,29.5082,0.515,0.61,60.3675,159.9632,402.839,220.3307,2.6498,-0.6663,-0.9906,1.6121,2.5768,2.6708,-650.3887,-10.5576,-829.1157,-13.4589,2114.6414,34.3265,57.8008,3560.7417,-4.6061,787,863,-13.7696,475.7623,627.7049,-3.0668,885,941,-2.8391,723.1389,765.4,7.8394,4622.9508,3950.8197,-24.3357,-5.5222,710,-13643.9324,2198,819.5746,363.7074,-25.2957,821,1377,-18.8923,332.369,487.2056,-31.7948,0.8443,0.5548,134.096,2.1768,0.9799,268.743,4.3625,2.5967
E1ZKFG1ORp8hy2x3Smju,10/4/2023,18:30:28,VB011,Countermovement Jump,,,604.403,0.3316,157.1529,-0.1674,10721.7391,-11062.8456,1852,306.4181,1065,176.2069,1841,304.5981,1578.4198,261.1535,2007,332.0632,0.35,55.8214,0.115,18.3413,0.162,25.8373,0.514,0.627,52.3482,158.6977,378.4655,211.0459,3.0316,-0.629,-0.8652,1.6322,2.5507,2.6452,-580.6946,-9.4252,-697.4213,-11.3198,2228.3774,36.1686,59.9248,3692.0186,-4.1825,882,959,-13.9139,458.4087,606.5913,-3.2387,971,1036,-1.7786,775.1728,803.2469,-0.0811,5356.5217,5365.2174,-24.5372,-3.5145,620,-13970.1554,2466,857.1194,408.0059,-19.9513,987,1479,3.7684,444.7097,412.4097,7.2623,0.8198,0.5289,121.8545,1.9778,0.8497,256.611,4.165,2.5758
8FyYz7WFnaZNvkQP9J9O,10/2/2023,18:31:30,VB011,Countermovement Jump,,,598.133,0.3084,149.9709,-0.1607,17227.8481,-12244.9163,1968,329.0238,1295.557,216.6001,1961,327.8535,1516.4268,253.5267,2034,340.0581,0.359,59.6346,0.079,13.1229,0.164,27.2425,0.5,0.602,54.41,151.5672,351.3235,205.9772,2.7856,-0.6215,-0.9092,1.6471,2.4597,2.5867,-690.7283,-11.3287,-925.747,-15.1832,2114.1624,34.6745,57.2054,3487.917,-2.6007,955,1006,-5.9766,609.0633,686.4937,-1.1799,1005,1029,-2.9273,736.0183,780.4085,4.0411,8962.0253,8265.8228,-11.4008,-5.6757,N/A,-16874.5345,3247,771.6293,542.8559,-15.4912,1372,1875,-10.9544,343.5508,428.0785,N/A,0.8306,0.5122,101.6625,1.6674,0.8924,249.661,4.0947,2.4859
Oe0ZBzJHZAnM7fhmFaUy,10/2/2023,18:31:25,VB011,Countermovement Jump,,,599.592,0.319,152.9067,-0.1663,13137.2549,-11691.0178,1944,324.2205,1196.0882,199.4837,1944,324.2205,1567.3165,261.3972,2040,340.2314,0.339,56.5943,0.102,17.0284,0.158,26.3773,0.503,0.599,60.1671,153.8555,369.9165,214.0226,2.5571,-0.6869,-0.9906,1.6283,2.5017,2.5986,-705.8433,-11.5484,-881.245,-14.4182,2191.441,35.8544,58.7389,3590.152,-4.1152,932,1012,-6.0778,561.6961,634.3922,-2.6471,993,1047,-1.7857,769.6646,797.6519,0,6568.6275,6568.6275,-11.5186,-3.5296,N/A,-11128.3271,3222,834.4384,537.3654,-2.7933,1566,1656,-8.3935,382.1997,452.2387,N/A,0.8397,0.5325,121.3255,1.985,0.9844,248.591,4.0672,2.5172
40zUD6m5Yp35L9300zmJ,9/18/2023,18:32:08,VB011,Countermovement Jump,,,596.256,0.3453,158.2114,-0.1622,14728.2609,-12096.7663,1962,329.0533,1279.6957,214.6218,1951,327.2084,1601.1962,268.5417,2086,349.8497,0.302,54.7101,0.092,16.6667,0.158,28.6232,0.518,0.552,62.1929,159.7386,370.9955,221.9315,2.5684,-0.7033,-1.0391,1.6849,2.603,2.6994,-776.0214,-12.7676,-1025.5181,-16.8725,2312.5896,38.0483,62.4745,3797.2279,1.5889,991,960,-3.0153,620.5543,659.1413,0.3835,1047,1039,-0.5032,796.5696,804.6266,8.6347,8000,6728.2609,-5.9814,-0.9773,N/A,-19387.8131,3342,995.6925,560.4975,-9.7546,1508,1834,-17.1501,412.4649,583.2276,N/A,0.9384,0.6256,117.0485,1.9258,1.0232,253.947,4.1781,2.6281
KOlBZXnZeKunt4NDtYH8,9/18/2023,18:31:58,VB011,Countermovement Jump,,,597.829,0.3243,153.7267,-0.1615,16215.9091,-12536.6111,2025,338.7256,1287.75,215.4044,2025,338.7256,1604.4052,268.3719,2117,354.1146,0.337,58.3045,0.088,15.2249,0.153,26.4706,0.51,0.578,59.994,154.9987,359.0695,214.9927,2.5836,-0.6889,-0.9961,1.6505,2.5226,2.6162,-755.4363,-12.3962,-1007.5301,-16.5329,2258.7354,37.0644,60.6083,3693.5155,-7.4568,937,1088,-13.4643,557.1818,730.5682,-5.0543,1005,1112,-3.1808,776.6863,827.719,-1.3315,8000,8215.9091,-23.8514,-6.1944,N/A,-18178.8349,3842,829.5457,642.6587,-4.633,1832,2010,-1.8404,407.1395,422.4062,N/A,0.8824,0.5611,112.603,1.8477,0.9845,246.4665,4.0444,2.5434
4kKEsQ142vobLukjp0o6,10/9/2023,18:28:03,VB012,Countermovement Jump,,,582.828,0.3334,151.9566,-0.2837,6014.0845,-5076.6642,1440,247.0712,1161.6127,199.3063,1454,249.4733,1201.4065,206.134,1438,246.728,0.288,42.6036,0.142,21.0059,0.246,36.3905,0.536,0.676,81.7554,152.8748,460.7675,234.6302,1.8699,-0.8793,-1.3822,1.5301,2.5577,2.6576,-912.1403,-15.3529,-1272.284,-21.4147,1684.7006,28.3564,51.1659,3039.8482,-16.6437,606,848,-15.5666,490.3944,671.2183,-15.9944,604,834,-10.1561,539.6951,661.7114,-12.178,2640.8451,3373.2394,-26.9526,-18.4651,N/A,-5839.035,2111,704.0015,362.1995,-16.6272,880,1231,-10.0036,316.7879,387.2136,N/A,0.7929,0.4932,164.517,2.7691,1.3761,296.2505,4.9864,2.5731
yAGEtf6rZaz1SiCiFhKi,10/9/2023,18:27:57,VB012,Countermovement Jump,,,581.442,0.309,145.9366,-0.2865,5524.4755,-4774.5051,1368,235.2771,1083.7622,186.3921,1372,235.9651,1145.1385,196.948,1368,235.2771,0.375,48.2005,0.143,18.3805,0.26,33.419,0.493,0.778,71.4343,147.2321,452.9875,218.6664,2.0611,-0.7862,-1.2177,1.4604,2.4622,2.5766,-764.4439,-12.8976,-1060.9065,-17.8995,1542.798,26.0298,48.838,2894.6472,-18.8047,557,815,-19.7847,434.6713,649.0909,-17.2515,566,802,-8.0823,526.2923,618.8462,-17.9747,2265.7343,3258.7413,-33.0403,-15.0005,N/A,-7744.2937,2733,691.4928,470.0383,11.6722,1526,1207,-1.6349,340.0937,351.3991,N/A,0.6337,0.3972,154.5805,2.6081,1.2052,298.407,5.0347,2.4841
CmXVz92T7oDOtrx0x2EZ,10/4/2023,18:37:36,VB012,Countermovement Jump,,,572.646,0.321,146.4954,-0.2347,5958.042,-6080.473,1427,249.1941,1034.1329,180.5885,1423,248.4956,1250.3134,218.3397,1458,254.6076,0.307,46.027,0.143,21.4393,0.217,32.5337,0.518,0.667,65.5621,147.7498,419.4645,213.3119,2.2536,-0.7453,-1.1354,1.5329,2.5096,2.6219,-689.9109,-11.8189,-905.7894,-15.5171,1728.102,29.6041,53.1551,3102.8622,-22.1363,554,869,-24.7571,389.0559,645.0769,-18.93,591,867,-11.2031,555.1198,695.1935,-21.5962,2335.6643,3622.3776,-39.6998,-20.1917,N/A,-6052.5751,2233,713.2911,389.9442,-0.8509,1107,1126,6.7392,380.6804,332.6107,N/A,0.7766,0.4813,147.4505,2.526,1.1231,272.014,4.6599,2.5311
r4xQo2bzWjWAMJbAoDxC,10/4/2023,18:37:27,VB012,Countermovement Jump,,,573.628,0.297,141.1549,-0.254,3968.75,-4763.513,1210,210.9381,959.65,167.2948,1210,210.9381,1142.6371,199.1948,1350,235.3442,0.309,43.0962,0.16,22.3152,0.248,34.5886,0.497,0.717,61.4435,141.7033,437.187,203.1468,2.3062,-0.6745,-1.0508,1.3898,2.414,2.5309,-588.7002,-10.0678,-802.1492,-13.7181,1486.8732,25.428,50.1782,2934.1122,-14.3802,518,692,-13.4346,415.3625,544.2875,-7.5556,624,726,-11.1055,507.871,634.7661,-25.9843,1468.75,2500,-23.6463,-19.9986,N/A,-6148.2274,2115,677.9278,368.7059,0.8038,1066,1049,-6.2335,317.8345,360.0933,N/A,0.6932,0.4142,153.224,2.6204,1.0508,283.963,4.8562,2.4234
iNhpOchKZC2Ht72hL51K,10/2/2023,18:30:33,VB012,Countermovement Jump,,,582.146,0.3234,149.4892,-0.273,4791.1392,-4904.8129,1339,230.011,1022.1266,175.5791,1344,230.8699,1192.4187,204.8316,1351,232.0724,0.317,43.9667,0.158,21.914,0.246,34.1193,0.52,0.721,69.1354,150.7816,455.104,219.917,2.181,-0.7754,-1.1774,1.4671,2.5191,2.62,-711.7055,-11.9933,-923.2566,-15.5582,1622.3673,27.3392,51.5067,3056.5129,-16.5179,561,783,-19.5534,411.1329,610.9937,-5.1073,641,710,-8.4521,545.8171,646.6016,-17.8336,1968.3544,2822.7848,-32.7161,-15.6181,N/A,-6525.4556,2157,749.9854,370.5256,-8.484,987,1170,-7.3549,347.4122,402.5732,N/A,0.7212,0.4486,161.1145,2.715,1.165,293.9895,4.9541,2.5409
cktJPPdRpkowFK6CFGNf,10/2/2023,18:30:24,VB012,Countermovement Jump,,,581.336,0.3045,144.8538,-0.2385,4537.931,-5208.0974,1242,213.6458,978.1655,168.2616,1240,213.3018,1229.8393,211.554,1445,248.5654,0.407,52.4485,0.145,18.6856,0.224,28.866,0.496,0.776,57.2088,145.8707,417.5925,203.0795,2.5498,-0.6308,-0.9731,1.425,2.4444,2.551,-560.1961,-9.4533,-775.8665,-13.0927,1621.8809,27.3691,51.8266,3071.222,-16.6129,517,723,-17.4979,403.5034,574.6621,-7.9585,665,780,-9.9795,553.5536,676.2857,-20.6687,1800,2737.931,-29.7735,-18.1758,N/A,-7652.7081,2209,695.9737,379.9868,18.3341,1307,902,-3.4311,336.047,359.9267,N/A,0.6392,0.3924,141.5025,2.3878,0.9654,276.09,4.659,2.4616
gpxJgJWiccnrWs4oFN0K,9/18/2023,18:36:44,VB012,Countermovement Jump,,,579.549,0.3112,145.9713,-0.218,6238.806,-6489.45,1415,244.1554,1068.5597,184.3778,1414,243.9828,1272.7725,219.6143,1469,253.473,0.271,43.9935,0.134,21.7532,0.211,34.2532,0.501,0.616,65.1044,146.9637,412.0125,212.0681,2.2574,-0.718,-1.1095,1.5031,2.4709,2.5831,-687.5015,-11.6373,-916.1569,-15.5077,1729.0769,29.268,52.3786,3094.3892,-13.2956,613,801,-19.455,430.3358,638.2239,-8.5092,672,797,-7.8818,586.2275,686.545,-9.5694,2820.8955,3417.9104,-32.6144,-14.6284,N/A,-8658.4234,2423,721.656,418.0837,-17.4577,1000,1423,-14.398,308.876,412.78,N/A,0.8133,0.5051,142.764,2.4166,1.102,269.2485,4.5576,2.4876
9IwkcQbzTSjAmiLRHxHR,9/18/2023,18:36:35,VB012,Countermovement Jump,,,581.803,0.2901,141.4964,-0.2343,4445.8599,-5466.3058,1281,220.1776,942.0955,161.9269,1280,220.0057,1224.7873,210.5158,1443,248.0221,0.318,45.6897,0.157,22.5575,0.221,31.7529,0.492,0.696,56.2144,142.726,418.862,198.9405,2.539,-0.6449,-0.9592,1.4237,2.3858,2.5032,-548.9648,-9.2563,-734.0618,-12.3773,1595.1541,26.8965,50.3169,2984.1535,-20.7813,507,773,-15.1397,399.7325,542.3631,-8.9397,657,786,-12.3098,537.009,687.7783,-38.1089,1375.7962,3070.0637,-26.2169,-21.9506,N/A,-5586.2419,2327,730.1672,399.9636,-11.0443,1035,1292,-3.4828,352.3684,377.7988,N/A,0.7069,0.4168,147.5575,2.488,0.9479,271.3045,4.5746,2.4066
kdVjOjYJ7qlwjByMaYWs,10/9/2023,18:28:46,VB013,Countermovement Jump,,,1140.092,0.2452,254.8821,-0.2039,12848,-13425.1194,2737,240.0683,2226.04,195.2509,2740,240.3315,2272.8978,199.3609,2736,239.9806,0.24,40.678,0.125,21.1864,0.225,38.1356,0.472,0.59,134.9295,256.2258,790.1875,391.1553,1.899,-0.729,-1.1632,1.353,2.1932,2.2931,-1460.0855,-12.5634,-2073.3479,-17.8403,2790.2106,24.0086,41.2579,4794.8797,6.2774,1456,1284,1.5874,1130.688,1095.352,6.5058,1457,1279,5.4008,1197.8267,1075.0711,15.5666,7424,5424,3.0476,10.2453,N/A,-8619.1537,3855,1372.9037,338.1306,3.7095,1999,1856,-14.6547,585.8544,787.0494,N/A,0.8,0.4155,277.441,2.3873,1.161,512.7465,4.412,2.2047
ap759DYtqY6FKnBpCnrO,10/9/2023,18:28:39,VB013,Countermovement Jump,,,1138.765,0.2546,259.4274,-0.1865,14401.7094,-15164.7896,2828,248.3392,2255.0684,198.0275,2827,248.2514,2338.2442,205.3316,2829,248.427,0.248,42.6117,0.117,20.1031,0.217,37.2852,0.483,0.582,129.755,261.681,771.7835,391.436,2.0167,-0.7101,-1.1277,1.3998,2.2349,2.3472,-1439.5599,-12.4012,-2040.6745,-17.5796,2935.7153,25.29,43.4037,5038.3903,7.0393,1513,1314,3.2182,1163.8205,1091.2479,6.8929,1512,1317,4.1665,1217.8341,1120.4101,17.3887,8452.9915,5948.7179,6.1507,8.0171,N/A,-9670.8083,3842,1405.8077,337.383,-5.6741,1812,2030,-21.3234,553.0207,852.7871,N/A,0.8299,0.4374,262.9905,2.2656,1.1178,508.793,4.383,2.2543
ubJp4Lo5rrGlGKS5mEak,10/4/2023,18:29:21,VB013,Countermovement Jump,,,1135.736,0.2309,246.4169,-0.1919,12941.6667,-13972.3044,2681,236.0584,2237.1,196.9736,2692,237.0269,2224.2952,195.8461,2681,236.0584,0.214,38.1462,0.12,21.3904,0.227,40.4635,0.461,0.561,131.3747,248.4309,773.906,379.8056,1.891,-0.7094,-1.1427,1.3387,2.1284,2.2544,-1435.5794,-12.3999,-2045.3596,-17.6669,2680.9183,23.1566,40.1848,4652.332,7.1322,1442,1250,5.601,1181.2,1055.9,6.6766,1430,1251,4.4984,1162.1762,1062.1189,9.8519,7108.3333,5833.3333,10.5859,8.6179,N/A,-6810.0526,3225,1307.1821,283.9568,-2.8217,1567,1658,-19.5892,525.5579,781.6242,N/A,0.8217,0.4116,267.663,2.312,1.1348,506.243,4.3727,2.1458
ncJhEXEPPrKccbI3Rw2F,10/4/2023,18:29:14,VB013,Countermovement Jump,,,1134.611,0.2496,255.9681,-0.2209,11036.7647,-11887.1607,2626,231.445,2169.4265,191.2044,2637,232.4145,2231.8205,196.7036,2626,231.445,0.276,42.7245,0.136,21.0526,0.234,36.2229,0.464,0.646,139.9749,258.04,817.821,398.0149,1.8435,-0.763,-1.2188,1.3583,2.2131,2.3257,-1497.3042,-12.9459,-2154.3014,-18.6264,2756.8796,23.8364,41.8083,4835.4957,13.3106,1494,1143,12.5589,1220.9412,948.4853,13.0236,1484,1142,7.2629,1196.9573,1034.8632,19.7868,6610.2941,4426.4706,22.286,13.5671,1120,-7832.2793,3071,1378.683,270.6655,-3.9401,1475,1596,-7.2124,639.6232,739.0598,-13.4522,0.7183,0.3864,294.282,2.5444,1.2102,523.539,4.5266,2.231
CurcqC7FyZDaRGcbH88v,10/2/2023,18:32:30,VB013,Countermovement Jump,,,1144.228,0.2218,243.3138,-0.2647,8703.9474,-9336.0608,2471,215.9535,2138.6579,186.9084,2497,218.2257,2014.0107,176.0148,2468,215.6913,0.287,39.9166,0.152,21.1405,0.28,38.943,0.46,0.719,150.4813,244.7622,889.55,395.2435,1.6265,-0.7794,-1.293,1.3032,2.086,2.2529,-1533.253,-13.1453,-2273.3878,-19.4908,2401.7295,20.5911,38.4621,4486.1838,8.9307,1360,1137,8.5488,1160.7434,977.9145,8.1037,1334,1134,5.6073,1063.4714,950.5393,7.7853,4690.7895,4013.1579,15.7533,10.6273,N/A,-5302.6772,3486,1359.6378,304.6596,0.4016,1750,1736,-3.1928,658.1138,701.524,N/A,0.6398,0.3085,324.404,2.7813,1.2901,565.146,4.8453,2.0985
RkdAFRxNOYkY0nnLRlyG,10/2/2023,18:32:22,VB013,Countermovement Jump,,,1138.084,0.2403,251.8777,-0.2422,8268.75,-10212.4898,2473,217.295,2045.6125,179.7418,2475,217.4708,2038.669,179.1317,2473,217.295,0.224,33.6842,0.16,24.0602,0.281,42.2556,0.471,0.665,144.5291,254.2884,900.7125,398.8175,1.7594,-0.7651,-1.257,1.3372,2.1711,2.3274,-1443.6084,-12.4435,-2008.0799,-17.3091,2499.1825,21.5423,40.157,4658.7219,3.8384,1285,1190,6.099,1085.1875,960.425,3.518,1280,1193,3.1536,1051.4804,987.1886,4.7619,4331.25,3937.5,11.4994,6.1142,N/A,-6787.7067,3923,1320.1523,344.7021,-0.1784,1958,1965,1.5851,670.5387,649.6136,N/A,0.7083,0.3613,326.6225,2.8154,1.2458,574.09,4.9485,2.1919
wccvenT3QEUqTwXl5kkv,9/18/2023,18:35:14,VB013,Countermovement Jump,,,1109.08,0.2487,249.7451,-0.1712,13350,-15906.2792,2723,245.5188,2179.1083,196.4789,2719,245.1581,2285.4085,206.0634,2746,247.5926,0.189,36.2069,0.12,22.9885,0.213,40.8046,0.465,0.522,127.5859,251.9045,748.814,379.4904,1.9744,-0.7115,-1.1381,1.3988,2.209,2.3338,-1399.2599,-12.3767,-1965.4132,-17.3844,2852.1218,25.2275,43.6101,4930.3895,8.79,1479,1240,9.3322,1191.2333,987.875,8.1573,1485,1261,6.2265,1213.8545,1071.554,6.6167,7116.6667,6233.3333,17.0846,11.7276,N/A,-10312.4722,3307,1295.368,298.1751,61.2337,2666,641,2.4977,663.861,631.507,N/A,0.8908,0.4765,260.6755,2.3057,1.1285,488.1385,4.3177,2.2281
px6PZopft9YQAssv48l3,9/18/2023,18:35:07,VB013,Countermovement Jump,,,1109.482,0.2397,245.2486,-0.2056,8769.7368,-11878.9824,2442,220.1027,1991.0724,179.4596,2438,219.7422,2125.7273,191.5964,2474,222.9869,0.196,33.2203,0.152,25.7627,0.242,41.0169,0.464,0.59,133.3227,247.1379,817.5965,380.4606,1.8537,-0.7345,-1.1861,1.336,2.1685,2.2979,-1338.2929,-11.8331,-1941.526,-17.1669,2586.004,22.8654,41.7135,4717.6713,1.3946,1236,1202,0.3314,998.8355,992.2368,2.6677,1270,1204,3.0002,1094.7521,1030.9752,-0.6752,4355.2632,4414.4737,0.6641,5.8141,N/A,-8821.2195,3449,1349.2455,310.8658,18.1792,2038,1411,-3.0263,654.2067,695.0388,N/A,0.7864,0.4062,301.964,2.67,1.1788,515.6325,4.5592,2.1852
QXkk74wqF4Thv6SiqsR3,10/9/2023,18:26:58,VB015,Countermovement Jump,,,864.703,0.2546,197.0078,-0.3227,4173.1602,-5662.4404,1827,211.2864,1290.632,149.2573,1830,211.6334,1520.8538,175.8816,1827,211.2864,0.309,36.742,0.231,27.4673,0.301,35.7907,0.445,0.841,97.9046,198.3999,756.3265,296.3045,2.0265,-0.8024,-1.117,1.3716,2.235,2.3966,-931.8776,-10.5721,-1124.0092,-12.7518,1920.562,21.7887,41.1193,3624.4625,-5.7923,862,968,-3.6621,621.684,668.9481,-5.8566,860,967,-6.935,707.691,813.1628,-17.8423,1714.2857,2458.8745,-7.0228,-12.9645,N/A,-10323.1123,3026,1043.4786,349.9467,-9.5836,1368,1658,-2.3061,509.7075,533.7711,N/A,0.5291,0.3027,297.651,3.3768,1.1107,458.6755,5.2036,2.2508
JhlMB7G1lT19jXw9Megl,10/9/2023,18:26:52,VB015,Countermovement Jump,,,864.596,0.2683,202.2288,-0.33,4017.1674,-5454.9039,1800,208.1897,1306.2918,151.087,1805,208.768,1538.5733,177.9529,1803,208.5367,0.254,32.2745,0.233,29.6061,0.3,38.1194,0.445,0.787,102.4451,203.0782,766.353,305.5233,1.9823,-0.8167,-1.1625,1.409,2.2946,2.4445,-961.7123,-10.9119,-1175.3725,-13.3362,1994.8451,22.6342,42.2079,3719.9569,-5.928,849,956,-1.6934,642.0858,664.206,-3.9379,866,937,-2.9699,746.44,792.1333,-7.6923,1854.0773,2163.0901,-3.3125,-5.7821,N/A,-21490.3721,2763,1027.6404,319.5712,-13.2103,1199,1564,18.8635,610.7445,416.8959,N/A,0.5654,0.341,303.896,3.4481,1.1624,462.457,5.2472,2.3042
KWchPlPfm78aEGlNEECS,10/4/2023,18:31:19,VB015,Countermovement Jump,,,866.829,0.2615,200.1491,-0.3215,3981.7352,-5409.7575,1739,200.6163,1301.0457,150.0925,1739,200.6163,1508.5897,174.0354,1740,200.7316,0.302,36.2545,0.219,26.2905,0.312,37.455,0.451,0.833,94.6569,201.0804,756.0235,295.7373,2.1243,-0.7417,-1.0723,1.3302,2.2651,2.3883,-874.8604,-9.9009,-1124.838,-12.7299,1882.7106,21.3068,40.6618,3592.9455,-2.8177,845,894,-0.338,648.3242,652.7215,-2.6437,847,893,-1.4651,743.2436,765.3462,-9.633,1799.0868,2182.6484,-0.6457,-2.8918,N/A,-6229.6777,2464,1167.5553,284.2544,0.487,1238,1226,-0.8449,578.845,588.7102,N/A,0.5414,0.3139,284.4925,3.2196,1.0712,471.531,5.3364,2.2756
JWqvZgT1RhOsOE5LhRnR,10/4/2023,18:31:12,VB015,Countermovement Jump,,,866.3,0.261,199.8193,-0.3195,3872.2467,-5458.3118,1744,201.3159,1294.1762,149.3912,1749,201.8931,1505.2236,173.7532,1783,205.8178,0.294,35.2518,0.227,27.2182,0.313,37.53,0.457,0.834,96.6864,200.8416,765.33,297.528,2.0772,-0.7681,-1.0969,1.3382,2.2628,2.414,-899.4069,-10.1849,-1111.2442,-12.5838,1884.6209,21.3415,41.9561,3705.0542,-5.6604,825,924,-2.7817,629.0881,665.0881,-1.7386,876,907,-3.7664,724.2652,780.9585,-11.7179,1709.2511,2162.9956,-5.3875,-7.2635,N/A,-5191.0641,2152,1021.3119,248.4128,3.8104,1117,1035,-0.018,510.5643,510.7476,N/A,0.548,0.3129,293.3365,3.3217,1.0949,471.9935,5.3449,2.2743
OGUP3hq9CoDeMcxSHtBM,10/2/2023,18:30:12,VB015,Countermovement Jump,,,864.596,0.2827,207.5553,-0.3651,5222.2222,-5208.9107,1902,219.9871,1458.4848,168.6898,1933,223.5726,1517.239,175.4853,1900,219.7558,0.306,37.2263,0.198,24.0876,0.318,38.6861,0.471,0.822,117.068,208.472,771.6715,325.54,1.7808,-0.9114,-1.3292,1.4133,2.355,2.4726,-1181.2736,-13.4031,-1620.778,-18.3899,1993.6358,22.6205,41.9942,3701.122,-1.9141,948,985,-1.8381,715.8384,742.6465,-1.1579,939,961,-2.7794,737.5346,779.7044,5.4159,2752.5253,2469.697,-3.6356,-5.4012,N/A,-9436.1007,2655,1142.2225,307.0798,-37.1751,834,1821,-18.3679,466.2103,676.0122,N/A,0.573,0.3439,288.258,3.2707,1.3283,483.4135,5.485,2.3654
WVgMbVNKpn3wuOgcmlsD,10/2/2023,18:30:05,VB015,Countermovement Jump,,,865.411,0.2731,204.1931,-0.3282,5640,-5642.1286,1852,214.0024,1466.1371,169.4151,1852,214.0024,1558.4305,180.0798,1856,214.4646,0.357,43.1681,0.175,21.1608,0.295,35.6711,0.459,0.827,104.6306,205.3543,716.728,309.9848,1.9627,-0.7728,-1.1897,1.4177,2.3147,2.4727,-1025.5635,-11.6254,-1358.4293,-15.3987,2031.3117,23.0262,43.6001,3846.2833,-4.7516,882,970,-4.3169,701.4229,764.7143,-4.4181,887,969,-5.1153,739.3559,819.0746,-12.2594,2474.2857,3165.7143,-8.2477,-9.7268,N/A,-7642.3215,3215,994.3919,371.4998,-43.3904,910,2305,5.3989,524.0389,470.353,N/A,0.555,0.3302,256.0775,2.9028,1.1861,460.6505,5.2218,2.3278
WM5kruyLDgVlsWbewaBH,9/18/2023,18:34:52,VB015,Countermovement Jump,,,856.747,0.2374,188.4998,-0.2694,4368.932,-6514.8935,1755,204.8446,1355.7767,158.247,1755,204.8446,1574.2395,183.7461,1863,217.4504,0.243,34.1292,0.206,28.9326,0.263,36.9382,0.433,0.712,102.3416,189.5655,693.7215,291.9072,1.8523,-0.7253,-1.1746,1.377,2.1584,2.3345,-913.8782,-10.4642,-1305.3856,-14.947,1956.6567,22.4043,40.6241,3547.8656,-4.7293,836,919,-6.0575,636.8252,718.9515,-4.0258,894,969,-3.573,758.9962,815.2433,-2.4444,2131.068,2237.8641,-11.4322,-6.9062,N/A,-8346.8337,2537,1006.033,296.1201,-16.6732,1057,1480,-10.9913,447.7285,558.3045,N/A,0.6081,0.3335,278.8315,3.1927,1.1718,414.89,4.7506,2.1706
