TestId,Date,Time,Athlete Code,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
zJ740TSJETzMCgXRpLPD,10/2/2023,18:31:46,VB003,Countermovement Jump,,,671.298,0.3255,172.9222,-0.2506,8545.4545,-6832.5751,1712,255.0283,1343.7273,200.1685,1713,255.1773,1438.7389,214.3219,1718,255.9221,0.353,50.4286,0.121,17.2857,0.226,32.2857,0.511,0.7,80.8419,174.2787,488.061,255.1206,2.1558,-0.7652,-1.1918,1.571,2.527,2.6361,-915.3557,-13.3765,-1285.6551,-18.7879,2025.0529,29.5931,50.9931,3489.4539,9.1652,935,778,6.7562,717.2562,626.4711,9.3132,939,779,5.573,759.4602,679.2788,18.9555,5082.6446,3462.8099,12.5882,10.5799,N/A,-10162.4379,2581,815.0459,384.479,16.234,1500,1081,0.0845,407.8675,407.1784,N/A,0.73,0.465,162.069,2.3684,1.1814,325.992,4.7639,2.5468
OdOn6gXtx9haO2Kya1T2,10/2/2023,18:31:40,VB003,Countermovement Jump,,,666.37,0.3542,179.075,-0.2415,9379.3103,-7257.4877,1753,263.0671,1367.2672,205.1814,1753,263.0671,1490.7018,223.7048,1774,266.2185,0.308,47.9751,0.116,18.0685,0.218,33.9564,0.521,0.642,80.7541,180.5648,483.8865,261.3189,2.236,-0.7687,-1.2014,1.6343,2.6363,2.7397,-934.8505,-13.7624,-1324.9196,-19.5049,2175.7721,32.0307,54.7776,3720.9107,13.6338,996,757,11.8642,764.7414,602.5259,11.7249,991,783,5.4297,785.8211,704.8807,15.625,5422.4138,3956.8966,21.1908,10.3491,N/A,-18019.3421,2677,801.3015,401.7288,15.5024,1546,1131,-6.3036,375.3955,425.906,N/A,0.8115,0.5518,158.053,2.3268,1.1888,325.8335,4.7968,2.6582
q5Cp7UCZdU5pbF5ATh6l,9/18/2023,18:32:30,VB003,Countermovement Jump,,,670.064,0.3503,179.0664,-0.2772,7417.9104,-5989.3159,1660,247.7375,1325.7537,197.8548,1668,248.9314,1405.8893,209.8142,1660,247.7375,0.328,46.4589,0.134,18.9802,0.244,34.5609,0.535,0.706,87.3604,180.3584,521.003,267.7188,2.0645,-0.8217,-1.2885,1.6111,2.6216,2.7369,-973.7109,-14.2555,-1365.6652,-19.9939,2045.0412,29.9402,51.9148,3546.0007,9.5923,914,754,9.1117,723.2761,602.4776,8.7952,903,757,5.4965,741.582,664.3074,12.0724,4156.7164,3261.194,16.6871,10.4328,N/A,-7929.4958,2412,884.3649,359.9656,24.9585,1507,905,7.3077,474.4958,409.8691,N/A,0.7578,0.4962,177.149,2.5935,1.279,343.854,5.0342,2.6405
TfPr1ToSGQSnxNklM7vr,9/18/2023,18:32:24,VB003,Countermovement Jump,,,670.034,0.3317,174.2369,-0.2612,6977.6119,-6145.0378,1605,239.5401,1294.1269,193.1435,1608,239.9878,1393.2355,207.9351,1614,240.8833,0.284,43.0303,0.134,20.303,0.242,36.6667,0.522,0.66,83.1574,175.8008,510.891,258.9582,2.1141,-0.7851,-1.2311,1.5622,2.551,2.6736,-912.2746,-13.3567,-1282.0089,-18.77,1968.4553,28.8202,51.7803,3536.6558,11.194,894,714,7.8547,697.8881,596.2388,3.5936,836,778,4.4035,727.2934,665.9421,16.3636,4059.7015,2917.9104,14.5265,8.4727,N/A,-8121.3369,3005,846.5512,448.4847,10.6156,1662,1343,11.9147,473.7078,372.8434,N/A,0.7909,0.5026,172.942,2.5321,1.2175,337.949,4.9479,2.5739
uRUSswA2wRee9shpfmVW,10/9/2023,18:29:04,VB004,Countermovement Jump,,,704.278,0.3308,182.902,-0.3114,5518.2927,-5166.1657,1609,228.4609,1223.7683,173.7621,1610,228.6029,1405.0115,199.4967,1608,228.3189,0.334,44.0053,0.164,21.6074,0.261,34.3874,0.521,0.759,84.7414,183.6824,567.742,268.4238,2.1676,-0.7856,-1.1817,1.5061,2.5477,2.651,-858.9678,-11.9647,-1134.8983,-15.8082,1956.7853,27.2564,49.1245,3526.7406,0,805,805,1.9024,623.5244,600.2439,0,804,804,-2.7281,683.341,721.6705,-6.5193,2579.2683,2939.0244,3.7699,-5.2867,N/A,-4768.9662,2539,917.6184,360.511,-20.2836,1012,1527,-26.4851,337.2931,580.3253,N/A,0.6864,0.4359,200.243,2.7892,1.1804,367.499,5.119,2.5585
O9zdn3I2vXzsRPpvSRRc,10/9/2023,18:28:58,VB004,Countermovement Jump,,,702.858,0.3268,181.4228,-0.2737,5458.0645,-5663.224,1550,220.5282,1234.9548,175.7047,1550,220.5282,1432.0482,203.7464,1632,232.1948,0.297,42.368,0.155,22.1113,0.249,35.5207,0.511,0.701,82.048,182.3249,548.3275,264.3729,2.2222,-0.7151,-1.1484,1.5315,2.5322,2.6441,-807.4161,-11.2693,-1154.7172,-16.1167,2002.3578,27.9475,49.4535,3543.2027,-1.8065,761,789,4.2086,643.4645,591.4903,-1.7157,802,830,0.2917,718.1124,713.9357,-17.2577,2258.0645,3200,8.164,0.5623,N/A,-5631.1359,2275,837.7952,323.6785,-28.6154,812,1463,-1.3602,413.1995,424.5956,N/A,0.729,0.4662,190.991,2.6657,1.1452,357.3365,4.9875,2.5448
WmjcwjZZbV0sSDQo32JL,10/4/2023,18:27:59,VB004,Countermovement Jump,,,698.015,0.3352,182.4734,-0.2597,6081.0811,-6152.9257,1598,228.9349,1292.4797,185.165,1597,228.7916,1461.125,209.3257,1679,240.5392,0.267,40.7634,0.148,22.5954,0.24,36.6412,0.515,0.655,87.5268,183.9294,542.286,271.4562,2.1014,-0.779,-1.2412,1.5356,2.5645,2.6714,-914.0305,-12.8459,-1285.4951,-18.0665,2050.403,28.8166,51.305,3650.5228,-6.4496,747,850,-0.7397,641.4595,651.0203,-1.0125,831,848,-2.7365,710.5708,750.5542,-12.8889,2648.6486,3432.4324,-1.4111,-5.3453,N/A,-4698.0887,2910,798.3297,416.8965,-11.2715,1291,1619,-11.6137,352.8072,445.5225,N/A,0.7863,0.5118,190.833,2.682,1.2301,351.453,4.9394,2.585
IzhdqT0dk9bM3SjpBTMh,10/4/2023,18:27:52,VB004,Countermovement Jump,,,696.727,0.3323,181.3532,-0.284,4763.6364,-5222.1414,1483,212.8524,1168.6182,167.7297,1486,213.283,1419.1155,203.6832,1644,235.9604,0.352,45.8333,0.165,21.4844,0.251,32.6823,0.514,0.768,77.4655,182.047,549.351,259.5126,2.35,-0.7053,-1.091,1.4935,2.5535,2.6535,-747.5726,-10.5259,-994.8023,-14.0069,1966.5476,27.6892,50.5983,3593.6,-6.0565,698,788,4.9538,613.2545,555.3636,-2.5547,801,843,-4.8305,675.2829,743.8327,-27.9898,1715.1515,3048.4848,9.5627,-9.2282,1020,-5822.5973,2086,873.5588,299.3999,-25.1198,781,1305,-10.9327,389.0275,484.5314,-19.7169,0.6693,0.4327,192.4255,2.7094,1.0907,356.9255,5.0256,2.5632
l1xwF54vQUpaK2eDRTic,10/2/2023,18:28:22,VB004,Countermovement Jump,,,700.48,0.338,183.8819,-0.2873,4467.8363,-5098.8377,1465,209.1423,1158.3743,165.3686,1468,209.5706,1372.5584,195.9454,1585,226.2734,0.385,46.3855,0.171,20.6024,0.274,33.012,0.524,0.83,77.9149,184.864,574.4925,262.7789,2.3726,-0.7052,-1.0956,1.4919,2.5752,2.6894,-744.5536,-10.4272,-999.8316,-14.0023,1912.3274,26.7815,49.9847,3569.1447,-0.4087,731,737,0.4412,581.7427,576.6316,0.9464,800,785,0.9974,693.1241,679.4343,-3.1414,2163.7427,2304.0936,0.8923,1.9591,N/A,-4251.2084,2367,815.8127,337.9111,-9.2522,1074,1293,5.384,429.8679,385.9448,N/A,0.6313,0.4072,197.697,2.7687,1.0912,376.7955,5.2769,2.589
w6KdBGeVQayTEF3ix2uQ,10/2/2023,18:28:11,VB004,Countermovement Jump,,,699.056,0.3467,185.8451,-0.2955,2970,-4375.6507,1293,184.9637,1074.07,153.6458,1315,188.1108,1303.6266,186.4839,1590,227.4496,0.316,38.3495,0.2,24.2718,0.308,37.3786,0.522,0.824,74.7038,186.8353,616.6595,261.5391,2.501,-0.6817,-1.0529,1.3975,2.608,2.7059,-674.0063,-9.4585,-902.7954,-12.6691,1766.6335,24.7915,50.7741,3618.1369,1.9011,670,645,3.6888,556.845,517.225,-2.6415,774,816,-1.506,641.9968,661.6299,-3.367,1435,1535,7.1333,-2.9703,N/A,-6173.3954,2421,838.7218,346.3242,-8.7154,1105,1316,-0.601,416.8406,421.8812,N/A,0.6335,0.4207,214.515,3.0103,1.0483,402.1445,5.6434,2.6219
bkFohl2oglYHVcAmdes8,9/18/2023,18:31:41,VB004,Countermovement Jump,,,699.079,0.321,178.838,-0.2931,4238.8889,-4990.9333,1463,209.2753,1136.1556,162.5218,1461,208.9893,1346.0217,192.5421,1587,227.013,0.382,45.5304,0.18,21.4541,0.277,33.0155,0.51,0.839,78.2903,179.9166,577.686,258.2069,2.2981,-0.7248,-1.1044,1.482,2.5096,2.6469,-748.1396,-10.4985,-993.9633,-13.948,1849.2497,25.9501,49.7371,3544.3584,7.1869,783,678,9.0177,619.3056,516.85,-1.7013,780,807,-1.7626,661.148,684.8736,4.0629,2205.5556,2033.3333,16.5602,-3.4218,1090,-5598.1674,2213,865.667,316.5594,-46.3172,594,1619,1.71,440.2349,425.4321,3.3212,0.6079,0.3826,204.1245,2.8644,1.0986,373.5615,5.2421,2.5247
orQl0j5kmyEozY85pKis,9/18/2023,18:31:35,VB004,Countermovement Jump,,,694.986,0.3426,183.6684,-0.2037,7967.2131,-8198.2764,1670,240.2926,1257.4754,180.9354,1670,240.2926,1538.8578,221.4228,1806,259.8613,0.331,49.3294,0.122,18.1818,0.218,32.4888,0.519,0.671,68.1337,184.7816,489.2105,252.9153,2.712,-0.6287,-0.968,1.5784,2.5926,2.6951,-709.0108,-10.008,-956.8227,-13.5059,2193.0833,30.9562,54.0778,3831.1236,3.3533,863,807,7.2771,674.4918,582.9836,-1.2182,892,914,0.2346,771.2339,767.6239,-4.1152,3819.6721,4147.541,13.6291,0.4821,N/A,-6854.8296,2386,869.3094,343.3163,-12.4895,1044,1342,-7.072,403.9161,465.3933,N/A,0.7735,0.5105,152.922,2.1586,0.9617,336.2885,4.7468,2.6083
f11Z6XpfwYA5iUm8fa0W,10/9/2023,18:24:32,VB005,Countermovement Jump,,,796.907,0.273,188.0028,-0.2762,7258.2781,-6865.5857,1896,237.9199,1566.3311,196.5513,1901,238.5473,1508.5758,189.3039,1895,237.7944,0.252,37.7811,0.151,22.6387,0.264,39.5802,0.477,0.667,115.626,188.8141,635.1565,304.4401,1.633,-0.8655,-1.4239,1.4472,2.3143,2.4572,-1235.1517,-15.2048,-1817.3175,-22.3713,1980.7298,24.383,43.7927,3557.4654,-1.2099,939,962,-0.6968,777.7086,788.6225,-1.2137,936,959,2.5661,773.6439,734.9318,-14.9635,3086.0927,4172.1854,-1.3169,4.9851,N/A,-5921.0487,2791,938.6222,350.2291,21.7485,1699,1092,-19.0224,380.037,558.5852,N/A,0.7151,0.4093,235.959,2.9047,1.4234,399.1975,4.9142,2.3243
m22Kf44gQ90FRwWA1YNM,10/9/2023,18:24:24,VB005,Countermovement Jump,,,797.812,0.2499,180.0905,-0.2588,6025.1572,-6774.715,1753,219.726,1473.6352,184.7096,1759,220.478,1476.6128,185.0828,1753,219.726,0.339,44.3717,0.159,20.8115,0.266,34.8168,0.46,0.764,106.9699,181.422,627.462,288.3919,1.696,-0.8227,-1.3223,1.3999,2.2144,2.3788,-1103.5569,-13.5695,-1540.4156,-18.9411,1869.6789,22.9898,42.0834,3422.4919,-3.1268,852,907,-4.1014,706.5975,767.0377,-3.2516,848,905,-3.835,709.9925,766.6203,2.714,3094.3396,2930.8176,-7.9049,-7.3782,840,-6795.8707,3353,1019.4036,420.2745,-9.2753,1521,1832,-5.614,481.0869,538.3167,-10.647,0.6021,0.3271,233.822,2.8751,1.3153,393.64,4.8402,2.2308
ulTdcIZNlXTZN6A5DJwz,10/4/2023,18:28:25,VB005,Countermovement Jump,,,800.592,0.2736,189.0895,-0.2619,8246.3768,-7393.3375,1936,241.8211,1665.6739,208.0553,1951,243.6947,1566.5061,195.6685,1932,241.3214,0.234,37.8029,0.138,22.294,0.247,39.9031,0.486,0.619,118.7993,190.1328,617.16,308.9321,1.6005,-0.8601,-1.4592,1.4451,2.317,2.4444,-1318.1041,-16.1513,-2035.2968,-24.9394,2047.4943,25.0888,44.6398,3643.0447,-2.1015,955,996,1.4483,844.8986,820.7754,-2.1739,945,987,-0.4593,779.6559,786.8502,-19.5079,3318.8406,4927.5362,2.9572,-0.9203,N/A,-5477.3516,2739,933.52,342.1218,-10.9894,1219,1520,-0.4518,464.6513,468.8687,N/A,0.7851,0.442,229.281,2.8095,1.4557,387.879,4.7528,2.3298
sYwMUknHssH5VkKUwZPF,10/4/2023,18:28:18,VB005,Countermovement Jump,,,799.005,0.2655,185.906,-0.2552,6934.2105,-7265.7649,1854,232.0386,1527.7368,191.2049,1868,233.7908,1545.62,193.4431,1854,232.0386,0.222,35.5769,0.152,24.359,0.25,40.0641,0.462,0.624,110.2287,187.5658,618.9945,297.7945,1.7016,-0.8423,-1.3644,1.4221,2.2825,2.4208,-1171.7194,-14.3861,-1590.3653,-19.5261,1988.443,24.4136,44.4385,3619.431,-1.2848,922,946,-6.7119,712.5987,815.1382,-1.8339,910,944,-1.8341,758.636,786.984,7.4004,3723.6842,3210.5263,-12.6307,-3.5963,1130,-8742.5443,2608,960.5239,326.406,-17.408,1077,1531,-11.5881,424.6088,535.915,-20.7801,0.7404,0.4255,231.6775,2.8445,1.3534,387.317,4.7554,2.3029
zHwkl0GBxD9S8pgIY7bd,10/2/2023,18:27:52,VB005,Countermovement Jump,,,793.132,0.2899,192.8279,-0.276,7387.7551,-6828.5161,1885,237.6654,1607.4014,202.665,1901,239.6827,1524.0415,192.1548,1885,237.6654,0.251,37.8582,0.147,22.1719,0.265,39.9698,0.485,0.663,119.1421,194.617,640.5295,313.7591,1.6335,-0.8852,-1.4864,1.4618,2.385,2.5082,-1309.6382,-16.1985,-1923.9418,-23.7966,2030.6147,25.116,44.6271,3608.0689,2.6828,976,925,0.7271,809.5442,797.8571,0.7958,950,935,0.6168,766.7208,757.3208,6.9982,3952.381,3435.3741,1.4182,1.2325,N/A,-5223.7189,3691,919.2345,465.3702,-11.8396,1627,2064,-4.1843,440.3853,478.8492,N/A,0.7315,0.4373,235.7325,2.9157,1.4736,404.797,5.0068,2.4072
5ec6hQa6g8Owy6dxp490,10/2/2023,18:27:42,VB005,Countermovement Jump,,,793.556,0.2496,179.007,-0.3254,4989.1892,-5269.7907,1715,216.1158,1381.3568,174.0717,1729,217.88,1395.0635,175.799,1715,216.1158,0.317,39.5755,0.185,23.0961,0.299,37.3283,0.458,0.801,108.2761,180.6938,673.051,288.9699,1.6688,-0.8631,-1.35,1.3589,2.2129,2.3601,-1083.32,-13.3921,-1457.2653,-18.0148,1743.6237,21.5548,40.3009,3260.0446,-5.9572,813,916,-5.3715,653.5784,727.7784,-5.0729,814,901,0.3073,699.6756,695.388,3.1419,2572.973,2416.2162,-10.2223,0.5835,N/A,-4390.4044,3134,911.5373,394.9312,8.0408,1693,1441,2.8935,468.9564,442.581,N/A,0.5718,0.3116,255.084,3.1534,1.3385,417.967,5.1669,2.2338
xOOLO95vihQ8qMq6E94Q,9/18/2023,18:37:15,VB005,Countermovement Jump,,,785.417,0.2718,184.8759,-0.2855,7078.4314,-6531.619,1865,237.4535,1548.5556,197.1635,1879,239.236,1472.7546,187.5124,1866,237.5808,0.263,38.3942,0.153,22.3358,0.269,39.2701,0.474,0.685,116.2097,185.8098,633.4655,302.0195,1.5989,-0.9024,-1.4538,1.4621,2.3091,2.4465,-1261.7797,-15.7599,-1771.5059,-22.1264,1945.1692,24.2955,42.7049,3419.0797,-2.182,919,960,-5.8089,729.3007,819.2549,-2.2508,912,954,0.5293,740.2751,732.4796,-6.0018,3326.7974,3751.634,-10.9789,1.0322,N/A,-7169.6096,2687,1019.9155,342.1113,17.38,1577,1110,1.1255,515.6974,504.2182,N/A,0.692,0.3967,236.3785,2.9524,1.4515,397.087,4.9597,2.3208
ytD0IZr1E0nxxFYuvp0f,9/18/2023,18:37:07,VB005,Countermovement Jump,,,788.411,0.2451,176.2442,-0.3196,6232.7044,-5572.1309,1781,225.8974,1512.2138,191.8053,1821,230.9709,1451.2481,184.0725,1785,226.4048,0.333,43.9314,0.159,20.9763,0.266,35.0923,0.47,0.758,114.5842,177.1892,626.848,291.7733,1.5464,-0.889,-1.4281,1.3962,2.193,2.3573,-1216.3596,-15.1349,-1711.7221,-21.2985,1830.3906,22.7751,41.7696,3356.9409,-1.5925,896,925,-4.8677,719.3019,792.9119,-2.7451,868,917,-4.5732,692.4398,758.8083,-6.1554,2924.5283,3308.1761,-9.2766,-8.7329,N/A,-3976.4412,2844,960.5713,360.7256,-13.9241,1224,1620,-15.5931,405.3943,555.177,N/A,0.6201,0.3234,239.9415,2.9855,1.4257,386.9065,4.8142,2.2047
WTnjoAdio68CqWSlf5nw,10/9/2023,18:30:20,VB006,Countermovement Jump,,,605.188,0.2935,148.0422,-0.3008,3846.9945,-4348.753,1308,216.1312,990.4153,163.6542,1306,215.8007,1131.8333,187.0218,1340,221.4188,0.312,40.1544,0.183,23.5521,0.282,36.2934,0.476,0.777,70.1406,149.152,500.705,219.2926,2.1265,-0.7392,-1.1457,1.4491,2.3997,2.5331,-668.5693,-10.8374,-897.6611,-14.5509,1509.3581,24.4665,46.9284,2895.0539,1.6845,664,642,6.0868,525.3497,465.0656,-7.6119,619,721,-4.6253,539.7411,592.0922,-5.6818,1814.2077,2032.7869,11.516,-8.81,610,-41850.6589,2760,841.7541,456.0566,-13.1159,1199,1561,-14.1227,361.4377,480.3164,-24.76,0.6126,0.3778,180.89,2.9322,1.137,319.815,5.1841,2.4177
hTE5iB3meoV5Wlui1WNY,10/9/2023,18:30:12,VB006,Countermovement Jump,,,605.714,0.3109,152.5009,-0.2989,3350.7109,-4398.9206,1315,217.0992,917.8483,151.5316,1313,216.769,1176.5448,194.241,1374,226.8397,0.3,38.5109,0.211,27.086,0.268,34.4031,0.493,0.779,65.5048,153.6231,509.265,219.128,2.3452,-0.7721,-1.0697,1.4408,2.4699,2.5714,-635.097,-10.2859,-824.2096,-13.3487,1578.1148,25.5588,48.3252,2983.8172,5.7121,694,619,0.2169,459.9194,457.9289,-2.9112,667,707,-0.1916,587.1455,589.3993,12.3055,1881.5166,1469.1943,0.3867,-0.3643,N/A,-17813.0312,2786,744.563,459.953,-41.3496,817,1969,-10.4749,333.2853,411.2777,N/A,0.6329,0.3991,193.3105,3.1308,1.0609,315.9545,5.1171,2.488
1Lc9qKYYbaaBNxw8S93z,10/4/2023,18:30:16,VB006,Countermovement Jump,,,599.527,0.3073,150.0642,-0.298,3868.1319,-4375.8521,1304,217.5048,937.1758,156.3192,1304,217.5048,1150.0549,191.827,1352,225.5111,0.361,44.2402,0.182,22.3039,0.273,33.4559,0.496,0.816,61.0986,150.9281,484.8115,212.0267,2.4702,-0.6826,-1.0045,1.4591,2.4555,2.5771,-578.6657,-9.4686,-723.8613,-11.8445,1552.2938,25.4,48.4309,2959.8005,4.2945,680,624,11.1722,520.9396,416.2363,-3.2544,654,698,0.3934,577.2894,572.7656,-4.5455,1846.1538,2021.978,20.1503,0.7884,690,-15625.5105,3251,814.4043,542.2608,-6.7364,1516,1735,4.5128,425.5783,388.8261,8.6259,0.6078,0.3766,170.2125,2.7852,0.9998,314.599,5.1478,2.4696
T8tPtfykJmlEK6NPHGqr,10/4/2023,18:30:09,VB006,Countermovement Jump,,,600.868,0.3057,150.0062,-0.3005,2548.3871,-4096.9896,1231,204.8703,848.0726,141.1412,1231,204.8703,1156.5074,192.4728,1380,229.6677,0.282,35.25,0.248,31,0.27,33.75,0.502,0.8,60.9892,150.6226,522.8615,211.6119,2.4697,-0.7199,-0.9964,1.4146,2.4491,2.5606,-555.154,-9.0637,-679.3025,-11.0906,1533.0056,25.0284,48.6588,2980.3814,1.8684,627,604,4.301,442.2742,405.7984,-2.6087,672,708,0.8202,582.9963,573.5111,6.0127,1350.8065,1197.5806,8.2431,1.6214,770,-9805.2656,3014,794.0974,501.6077,0.5309,1515,1499,18.9219,472.1779,321.9195,31.8321,0.6275,0.3821,210.0045,3.4286,0.9957,312.857,5.1078,2.4591
vHkvrzUk35W7KrBPEM1w,10/2/2023,18:29:29,VB006,Countermovement Jump,,,606.338,0.321,155.1084,-0.3314,4082.4176,-4077.0084,1351,222.813,969.3846,159.8753,1351,222.813,1147.2265,189.2058,1366,225.2869,0.375,44.4313,0.182,21.564,0.287,34.0047,0.509,0.844,65.7005,155.8975,505.9705,221.598,2.3729,-0.7223,-1.0662,1.4826,2.5095,2.6229,-631.0003,-10.209,-795.3339,-12.8678,1579.689,25.5579,49.3138,3047.996,6.8838,722,629,7.882,522.8956,446.489,6.2958,726,640,-1.9505,562.4251,584.8014,2.5572,2093.4066,1989.011,14.6322,-3.7928,N/A,-13381.9018,3366,723.5333,555.1359,-12.8342,1467,1899,4.7655,379.0067,344.5266,N/A,0.6031,0.3803,176.054,2.8484,1.063,329.9165,5.3378,2.5223
r3b0Nb7cCjgQ424vZ2QE,10/2/2023,18:29:23,VB006,Countermovement Jump,,,607.81,0.3342,158.6457,-0.3419,5037.7358,-4118.5139,1408,231.6513,1102.4591,181.3822,1408,231.6513,1161.7631,191.1392,1413,232.474,0.366,45.0739,0.159,19.5813,0.287,35.3448,0.524,0.812,78.2447,159.6705,508.9985,237.9152,2.0407,-0.8088,-1.2701,1.5295,2.5605,2.6748,-805.8853,-13.0069,-1096.2215,-17.6929,1639.9663,26.4689,49.7256,3080.9118,5.9659,746,662,7.7043,593.6981,508.761,5.0248,742,671,-0.1452,580.0383,581.7247,2.372,2578.6164,2459.1195,14.3268,-0.275,N/A,-13567.0794,3458,739.266,568.9278,2.0243,1764,1694,7.6953,398.0773,341.1887,N/A,0.6453,0.4115,174.8865,2.8227,1.2629,334.112,5.3925,2.5771
mChEgLKXXg9DMA6HXkTl,9/18/2023,18:33:26,VB006,Countermovement Jump,,,610.736,0.2618,141.0938,-0.2983,3227.9793,-4136.4446,1234,202.0513,935.4508,153.1678,1234,202.0513,1114.9679,182.5613,1329,217.6063,0.369,43.8242,0.193,22.9216,0.28,33.2542,0.459,0.842,62.358,141.7869,493.023,204.1449,2.2738,-0.6704,-1.0034,1.3689,2.2663,2.4082,-571.8293,-9.1851,-739.8686,-11.8842,1409.4567,22.6395,43.5148,2709.0788,-2.9173,599,635,-0.7743,464.1036,471.3472,-5.9443,625,704,-6.438,521.5929,593.375,-8.5072,1476.6839,1751.2953,-1.5099,-12.0771,N/A,-5270.5885,2409,928.2644,394.4421,-31.0087,831,1578,-8.5002,424.6801,503.5843,N/A,0.5451,0.3109,180.23,2.895,1.0016,312.793,5.0243,2.2775
Fu1Dq5S3B7bA7hDDAG47,9/18/2023,18:33:19,VB006,Countermovement Jump,,,610.404,0.2961,149.9736,-0.3101,3403.0612,-4121.5532,1278,209.3695,923.852,151.3509,1278,209.3695,1144.4199,187.4857,1366,223.7862,0.392,45.1093,0.196,22.5547,0.281,32.336,0.486,0.869,61.1013,150.68,502.944,211.7813,2.4661,-0.6752,-0.984,1.4256,2.4103,2.5341,-565.7976,-9.0931,-713.2886,-11.4635,1515.9368,24.3631,47.1673,2934.8721,0.626,643,635,0.428,463.9031,459.949,-3.5139,659,707,0.398,574.4875,569.9324,10.3448,1877.551,1525.5102,0.815,0.7886,N/A,-12997.5121,2399,764.2044,393.0184,-13.714,1035,1364,-0.6432,379.6444,384.56,N/A,0.5593,0.3407,180.7405,2.9047,0.982,322.2035,5.1782,2.4216
PHxGuk6jSbdInuqAFpYa,10/9/2023,18:27:36,VB007,Countermovement Jump,,,648.37,0.3533,174.0011,-0.3197,2836.4486,-3918.8631,1253,193.2539,1033.7757,159.4422,1260,194.3335,1211.7832,186.8969,1522,234.7425,0.253,32.6031,0.214,27.5773,0.309,39.8196,0.541,0.776,82.1698,174.7067,595.974,256.8765,2.1262,-0.7768,-1.2445,1.3743,2.6327,2.7278,-742.8076,-11.2389,-1047.9583,-15.8559,1635.0364,24.7385,54.3805,3594.1572,-4.7619,600,660,-8.0433,475.3131,558.4626,-5.1248,722,800,-4.746,577.1359,634.6472,8.7315,1542.0561,1294.3925,-14.9283,-9.058,N/A,-5698.6421,2575,857.4499,397.1498,-1.5922,1267,1308,-11.2956,380.298,477.1519,N/A,0.6972,0.4552,220.921,3.3426,1.2432,375.053,5.6746,2.6434
qFbQRqAQ0x60TCIaR907,10/9/2023,18:27:29,VB007,Countermovement Jump,,,650.929,0.3322,169.4071,-0.3132,2333.3333,-3853.7632,1207,185.4273,978.5105,150.3252,1206,185.2737,1238.9273,190.3322,1509,231.8225,0.298,36.165,0.237,28.7621,0.289,35.0728,0.523,0.824,77.3568,170.5205,590.266,247.8773,2.2043,-0.7236,-1.1732,1.3788,2.5531,2.6656,-663.6488,-10.0017,-976.7243,-14.72,1648.5841,24.8454,51.4898,3416.5327,-5.3068,571,635,-10.2977,438.8734,539.6371,-3.3797,729,780,-5.1786,587.3841,651.5433,15.3707,1345.9916,987.3418,-18.7228,-9.8354,N/A,-4596.288,2188,775.829,336.135,-64.808,385,1803,-21.2013,305.6714,470.1575,N/A,0.6347,0.4032,231.627,3.4908,1.1658,358.639,5.405,2.5699
