"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"40","vQIrpUrVrpSfEENOBxJz","10/16/2023",08:31:14,"WBB005","Countermovement Jump",NA,NA,632.723,0.2354,138.6148,-0.1801,7770.4918,-8860.7672,1596,252.2431,1077.1885,170.2465,1584,250.3465,1365.5421,215.8199,1805,285.2749,0.382,55.0432,0.122,17.5793,0.19,27.3775,0.435,0.694,53.7468,140.0151,391.1715,193.7619,2.6051,-0.5676,-0.8455,1.4478,2.1491,2.2809,-548.0873,-8.4978,-701.6088,-10.878,1703.5207,26.4121,43.6293,2813.9946,-2.6515,771,813,-1.3126,531.5246,545.6639,-1.4958,889,916,-4.8506,649.6526,715.8895,-4.4304,3713.1148,4057.377,-2.5678,-9.2319,630,-21522.1752,2970,853.3841,469.3997,-3.8384,1428,1542,5.051,448.2444,405.1397,9.5975,0.6268,0.3392,130.939,2.0301,0.8333,260.2325,4.0348,2.1709
"41","ZOlGCCj7GFbZ2R3SXTcR","10/9/2023",17:28:20,"WBB005","Countermovement Jump",NA,NA,645.315,0.2269,138.793,-0.1454,18924.0506,-14793.3796,2151,333.3256,1382.3165,214.208,2142,331.9309,1556.2549,241.1621,2218,343.7081,0.348,60,0.079,13.6207,0.153,26.3793,0.43,0.58,57.4701,140.4288,347.612,197.8989,2.4435,-0.6171,-0.8892,1.4688,2.1099,2.2146,-727.3663,-11.0573,-980.4111,-14.9041,1909.1363,29.0225,45.7673,3010.6347,1.2138,1084,1058,-4.8359,657.7342,724.5823,0.3607,1113,1105,-1.5938,765.7255,790.5294,10.3679,10443.038,8481.0127,-9.4159,-3.1005,620,-19021.5642,2760,862.0016,427.6981,5.6522,1458,1302,10.9514,478.2016,383.8,19.7224,0.7414,0.3912,108.45,1.6486,0.8737,239.162,3.6357,2.1348
"42","nfPforvXXUxmuzZ4uzSZ","10/9/2023",17:28:09,"WBB005","Countermovement Jump",NA,NA,643.145,0.2058,131.7542,-0.1214,20480.5195,-18394.9003,2234,347.3556,1356.3766,210.8975,2224,345.8007,1513.2566,235.2901,2317,360.2609,0.243,51.4831,0.077,16.3136,0.152,32.2034,0.409,0.472,54.1238,133.3565,334.7605,187.4803,2.4639,-0.5887,-0.8405,1.4866,2.0097,2.1653,-679.386,-10.3628,-865.1842,-13.1968,1831.2625,27.9326,45.8789,3007.8278,-3.8669,1069,1155,-15.6423,572.1039,784.2727,-3.5822,1117,1200,-7.4156,700.5197,812.7368,5.8973,10844.1558,9636.3636,-27.2955,-13.769,630,-27235.924,2572,853.6937,399.9098,-8.0871,1182,1390,-6.7016,398.2413,455.4524,-12.5791,0.8665,0.4361,103.646,1.5809,0.8256,231.1145,3.5252,2.0341
"43","b25uoHScL1nMiuQm8x8I","10/2/2023",17:24:02,"WBB005","Countermovement Jump",NA,NA,636.582,0.2384,140.3416,-0.1597,13600,-11709.9353,1870,293.7563,1228.2778,192.9489,1861,292.3425,1447.6839,227.4151,1978,310.7219,0.391,59.6947,0.09,13.7405,0.174,26.5649,0.44,0.655,52.6361,142.0472,362.741,194.6834,2.6987,-0.5703,-0.8281,1.4861,2.1627,2.2884,-610.2443,-9.4041,-792.1612,-12.2075,1822.0394,28.0784,44.9057,2913.984,4.0301,968,893,3.9432,638.3556,589.9222,2.9323,1018,960,-0.079,723.2701,724.4138,7.6797,7322.2222,6277.7778,7.5465,-0.1158,600,-21585.7469,3383,869.93,531.4319,-1.0937,1673,1710,-5.1985,412.3533,457.5767,-9.8944,0.6718,0.364,109.9285,1.694,0.8111,252.8125,3.8959,2.189
"44","4yi7JBzIekxJAItacyet","10/2/2023",17:23:53,"WBB005","Countermovement Jump",NA,NA,637.22,0.2192,134.7191,-0.1401,10564.8148,-12684.2722,1777,278.8676,1062.5,166.7399,1777,278.8676,1469.0556,230.5413,2056,322.6515,0.332,55.1495,0.108,17.9402,0.162,26.9103,0.427,0.602,45.3582,135.6319,353.0395,180.9901,2.9902,-0.5097,-0.7029,1.4416,2.074,2.204,-473.3848,-7.2878,-580.3326,-8.9342,1784.9693,27.4796,45.2193,2937.2706,7.8222,958,819,4.0296,552.6574,509.8426,3.7938,1067,989,-1.3753,724.4259,744.6296,9.0272,5759.2593,4805.5556,7.7002,-2.6354,610,-15091.2803,2850,860.8262,447.2553,-17.9649,1169,1681,-28.4519,307.9525,552.8738,-44.3057,0.7093,0.3642,114.178,1.7578,0.6983,238.8615,3.6773,2.0881
"45","ZJCgKzfDxkvGWEJAdeUa","9/25/2023",17:28:00,"WBB005","Countermovement Jump",NA,NA,640.625,0.207,131.6007,-0.1464,13511.1111,-12762.3172,1868,291.5902,1207.5778,188.4999,1858,290.0293,1438.7108,224.5793,1992,310.9463,0.28,52.2388,0.09,16.791,0.166,30.9701,0.406,0.536,50.4132,133.3917,347.805,183.805,2.646,-0.5426,-0.7901,1.4009,2.0152,2.131,-574.083,-8.791,-721.2149,-11.0441,1699.9953,26.0323,41.6787,2721.7551,-0.5382,924,934,-1.2606,596.1778,611.4,-0.3012,993,999,-2.4352,701.8373,736.8735,1.6447,6866.6667,6644.4444,-2.5226,-4.7287,750,-24097.6922,3079,813.4133,480.6244,-4.5145,1470,1609,2.8905,418.4627,394.9507,5.6026,0.7575,0.3862,108.0695,1.6549,0.772,239.7355,3.6711,2.0427
"46","Y6pKj8k9IKZYFGFdpOw1","9/25/2023",17:27:40,"WBB005","Countermovement Jump",NA,NA,641.055,0.2063,131.4711,-0.1715,6530.4348,-8112.129,1391,216.9861,988.5304,154.2037,1391,216.9861,1323.2487,206.4173,1724,268.9317,0.525,63.0252,0.115,13.8055,0.193,23.1693,0.41,0.833,39.5817,132.3404,369.367,171.9221,3.3435,-0.4206,-0.6097,1.3182,2.0119,2.1246,-375.2541,-5.7425,-478.841,-7.3277,1533.4994,23.467,38.7777,2534.0096,-5.9669,654,737,-5.7397,465.8957,522.6348,-1.6241,848,876,-3.3717,639.3161,683.9326,-6.5246,3052.1739,3478.2609,-10.8511,-6.5288,650,-18591.0812,2700,841.0538,421.1807,-0.3704,1345,1355,-7.8032,387.7123,453.3415,-14.4768,0.4922,0.2477,113.303,1.7339,0.6057,256.064,3.9185,2.0252
"47","bSDwpTD0RpbUTSn1Nbws","9/18/2023",17:28:11,"WBB005","Countermovement Jump",NA,NA,641.522,0.2312,139.2665,-0.1887,5868.6131,-7664.9591,1446,225.4015,961.0438,149.8068,1446,225.4015,1312.25,204.5526,1678,261.5655,0.449,56.5491,0.137,17.2544,0.208,26.1965,0.433,0.794,43.372,140.2189,404.916,183.5909,3.2329,-0.4839,-0.6684,1.3969,2.1296,2.2547,-417.0682,-6.3777,-523.8461,-8.0105,1612.2463,24.6541,40.3805,2640.6693,2.0747,738,708,-0.5431,477.9124,483.1314,1.6687,853,825,0.2198,657.5673,654.6827,12.6866,3306.5693,2562.0438,-1.1611,0.4597,840,-21373.7287,2762,809.4048,430.5386,-9.2686,1253,1509,-17.7076,333.0393,476.3655,-30.0957,0.5453,0.2911,131.2605,2.0072,0.6632,273.6555,4.1847,2.1442
"48","QFNWrWhciOQzLwNpqe3v","9/18/2023",17:28:03,"WBB005","Countermovement Jump",NA,NA,641.212,0.2301,138.884,-0.1673,11623.7624,-10886.4032,1821,283.9934,1198.3069,186.8816,1813,282.7458,1420.352,221.5105,1900,296.3139,0.37,56.9231,0.101,15.5385,0.179,27.5385,0.425,0.65,55.6756,140.3591,375.574,196.0346,2.521,-0.5934,-0.865,1.4457,2.1248,2.2473,-622.575,-9.5249,-789.2669,-12.0751,1755.0062,26.8501,42.9076,2804.5711,-2.2614,886,927,-5.1665,568.198,630.1089,-1.1579,939,961,-3.0982,688.1732,732.1788,-0.3407,5792.0792,5831.6832,-9.8668,-5.995,620,-33052.2833,2966,860.3242,462.5615,1.8206,1510,1456,4.0845,447.7323,412.5919,7.8391,0.6538,0.354,120.438,1.8426,0.8518,255.136,3.9034,2.1474
"49","IbUlsd8gkif24cp1amxM","9/11/2023",17:27:19,"WBB005","Countermovement Jump",NA,NA,636.533,0.2196,134.6836,-0.1514,11095.2381,-11995.0459,1816,285.2955,1096.0476,172.1902,1801,282.939,1447.6946,227.4343,2010,315.7731,0.344,55.8442,0.105,17.0455,0.167,27.1104,0.422,0.616,47.663,136.351,357.151,184.014,2.8607,-0.5333,-0.7509,1.4284,2.0757,2.1916,-513.6162,-7.9157,-619.4038,-9.546,1750.0764,26.9715,42.694,2770.2514,2.9428,927,874,-5.058,520.3048,575.7429,1.8905,1024,986,-0.2974,721.6946,726,10.2146,6114.2857,4980.9524,-9.7707,-0.5581,NA,-24130.0068,3013,731.8438,473.3455,8.5297,1635,1378,7.7616,394.3234,337.5203,NA,0.6851,0.3565,114.499,1.7646,0.7346,242.652,3.7397,2.1014
"50","tBzxp6etmFWBS5UJv0f0","9/11/2023",17:27:12,"WBB005","Countermovement Jump",NA,NA,635.128,0.218,133.898,-0.1522,16012.0482,-12953.7843,1971,310.3311,1241.4337,195.462,1963,309.0716,1481.6667,233.2863,2061,324.5015,0.4,62.3053,0.083,12.9283,0.159,24.7664,0.411,0.642,49.6549,135.5661,338.922,185.221,2.7302,-0.5529,-0.7834,1.4287,2.0681,2.1795,-590.4553,-9.12,-755.0045,-11.6616,1782.2302,27.5278,43.4104,2810.5163,3.8207,1019,944,-2.138,607.4458,633.988,1.9893,1051,1010,-1.1423,732.3711,749.2956,10.6095,8855.4217,7156.6265,-4.3433,-2.2062,1340,-28123.0544,3356,730.397,528.3974,-4.4696,1603,1753,15.8873,423.2187,307.1784,27.4452,0.6402,0.3396,102.3705,1.5812,0.767,236.5515,3.6537,2.0939
"51","AHPuTqbzL3QKxHFxKQ0s","10/16/2023",08:27:19,"WBB006","Countermovement Jump",NA,NA,756.41,0.2109,156.8337,-0.2538,5232.1429,-6437.3577,1634,216.0204,1182.5714,156.34,1634,216.0204,1376.0198,181.9145,1661,219.5899,0.355,45.7474,0.168,21.6495,0.253,32.6031,0.454,0.776,71.1541,157.5593,547.162,228.7134,2.2143,-0.6332,-0.9228,1.3503,2.034,2.2008,-674.4127,-8.7466,-863.5614,-11.1997,1654.7434,21.4606,36.8365,2840.3128,2.8152,840,794,4.2774,616.5774,565.994,3.4317,859,802,1.8088,700.4545,675.5652,1.479,2654.7619,2577.381,8.2149,3.5592,NA,-5151.5125,3621,899.9984,478.7086,4.9434,1900,1721,12.1973,504.8869,395.1115,NA,0.5851,0.2717,198.231,2.5709,0.9228,348.931,4.5253,2.0434
"52","u8egKoIyoNdEzDEwRIRp","10/16/2023",08:27:10,"WBB006","Countermovement Jump",NA,NA,757.477,0.208,155.9898,-0.2256,8378.7879,-8262.9761,1864,246.0801,1401.6288,185.0391,1864,246.0801,1493.2358,197.1328,1932,255.0572,0.299,46.5008,0.132,20.5288,0.212,32.9705,0.451,0.643,84.471,156.8974,501.9405,241.3684,1.8574,-0.7117,-1.0963,1.3919,2.0202,2.1857,-890.6104,-11.5342,-1208.5731,-15.6521,1801.0329,23.325,38.8726,3001.5364,3.97,969,895,3.7635,727.1894,674.4394,3.2091,997,935,1.2118,755.6651,737.5708,6.8716,4477.2727,3901.5152,7.2368,2.4193,NA,-5534.683,4018,900.7079,530.4451,-9.3579,1821,2197,0.1344,450.9593,449.7486,NA,0.7014,0.3235,184.458,2.3889,1.094,317.4825,4.1117,2.032
"53","FQPTNFU9DiB5VczSFkf3","10/9/2023",17:22:32,"WBB006","Countermovement Jump",NA,NA,771.183,0.2065,158.2166,-0.221,8806.2016,-8639.6446,1909,247.5418,1425.4884,184.8444,1909,247.5418,1501.129,194.6528,1940,251.5616,0.322,48.2036,0.129,19.3114,0.217,32.485,0.454,0.668,83.8324,159.3388,510.0005,243.1712,1.9007,-0.7017,-1.0712,1.3816,2.0126,2.1722,-890.8032,-11.3317,-1196.1778,-15.2162,1802.7126,22.9318,37.7121,2964.6177,6.8622,1020,889,10.5858,788.1938,637.2946,5.0515,1019,921,3.8487,779.4516,721.6774,4.9296,4620.155,4186.0465,19.1723,7.4208,950,-5643.8722,4052,972.3263,525.4265,-9.0326,1843,2209,15.4592,561.32,411.0063,26.7827,0.6796,0.3091,183.315,2.3319,1.0664,326.6855,4.1557,2.0269
"54","YO1uyQSn3TAJjxR7NI3u","10/9/2023",17:22:16,"WBB006","Countermovement Jump",NA,NA,771.185,0.2088,159.1022,-0.2525,6664.3836,-6918.8138,1747,226.5345,1328.137,172.2203,1747,226.5345,1409.743,182.8022,1748,226.6642,0.345,46.6216,0.146,19.7297,0.249,33.6486,0.459,0.74,80.8255,159.8559,545.2995,240.6814,1.9778,-0.683,-1.0283,1.3271,2.0239,2.1742,-811.4206,-10.3218,-1075.4896,-13.681,1673.1158,21.2832,36.5987,2877.1031,6.5827,931,816,8.4153,719.9521,608.1849,6.5217,931,817,2.8271,724.7992,684.9438,7.7081,3589.0411,3075.3425,15.5275,5.5202,1650,-5433.447,3832,888.8358,496.8976,-1.1482,1894,1938,1.4007,450.643,438.1927,2.7895,0.6203,0.2821,193.4185,2.4604,1.0282,351.881,4.4762,2.0335
"55","b38mDuEu9aNGBvqq891b","10/2/2023",17:17:09,"WBB006","Countermovement Jump",NA,NA,764.066,0.2274,164.5005,-0.2567,6625,-6887.4389,1768,231.3936,1353.5658,177.153,1769,231.5245,1424.2811,186.4081,1768,231.3936,0.313,43.8375,0.152,21.2885,0.249,34.8739,0.462,0.714,89.097,165.2571,560.7445,254.354,1.8548,-0.7452,-1.1443,1.3811,2.1121,2.2556,-904.8579,-11.6177,-1209.6489,-15.5309,1756.0702,22.5465,38.1515,2971.4879,5.7094,935,834,7.7621,729.3158,624.25,5.6561,934,834,3.3013,735.6506,688.6305,6.6534,3532.8947,3092.1053,14.4097,6.399,1170,-4499.8118,3003,926.2308,393.0289,-6.9597,1397,1606,9.4374,506.8214,419.4094,17.2462,0.6471,0.3184,205.235,2.6351,1.1439,355.5095,4.5645,2.1218
"56","0BGDhVWNWSmtMMDRfp7m","10/2/2023",17:16:53,"WBB006","Countermovement Jump",NA,NA,765.014,0.215,160.1822,-0.2656,6390.7285,-6524.4793,1733,226.5318,1285.2583,168.0045,1733,226.5318,1447.8383,189.2564,1766,230.8454,0.347,47.3397,0.151,20.6003,0.235,32.06,0.466,0.733,78.0709,161.3152,534.6815,239.3861,2.0663,-0.6664,-1.0062,1.3517,2.0541,2.208,-771.248,-9.8899,-1016.3307,-13.0327,1737.4052,22.2793,38.1124,2972.1256,5.251,912,821,5.9359,680.7748,604.4834,4.077,919,847,0.532,727.7702,720.0681,9.2228,3490.0662,2900.6623,11.1917,1.0908,1200,-4895.3963,4468,924.0392,584.0416,4.8791,2343,2125,6.3902,491.5433,432.4958,12.0223,0.6357,0.2934,193.588,2.4824,1.0011,341.0935,4.3739,2.0686
"57","Cql6RMwbfQz1Jp4HrapT","9/25/2023",17:21:52,"WBB006","Countermovement Jump",NA,NA,782.044,0.1987,157.3987,-0.2291,8538.4615,-8243.7878,1889,241.5465,1451.6308,185.6201,1889,241.5465,1473.9737,188.4771,1894,242.1859,0.295,45.1761,0.13,19.9081,0.228,34.9158,0.427,0.653,86.4873,158.6915,525.1505,245.1787,1.8349,-0.7127,-1.0917,1.3573,1.9744,2.1428,-922.7705,-11.5753,-1243.3185,-15.5963,1746.2796,21.9054,36.5552,2914.1454,11.3817,1052,837,12.3744,815.6308,636,11.0876,1052,842,2.5299,755.6316,718.3421,13.5135,4846.1538,3692.3077,22.0178,4.9958,890,-6572.72,4050,983.8854,517.8737,-3.4568,1955,2095,-8.8784,448.2663,535.6191,-16.3135,0.6539,0.3043,188.153,2.3602,1.0849,336.9975,4.2273,1.9906
"58","Whwkm7xzA6ceBRgm4Fcd","9/25/2023",17:21:29,"WBB006","Countermovement Jump",NA,NA,784.432,0.2024,159.3296,-0.2054,9844.2623,-9665.2167,1985,253.0493,1505.6639,191.9432,1985,253.0493,1536.4245,195.8646,1994,254.1967,0.263,44.0536,0.122,20.4355,0.212,35.5109,0.437,0.597,87.3848,160.3984,509.7835,247.7832,1.8355,-0.7098,-1.0968,1.3644,1.9926,2.141,-950.9448,-11.8924,-1299.451,-16.2508,1822.6204,22.7934,37.2562,2979.0976,4.3829,1036,949,7.3259,807.9836,697.6803,3.8114,1035,959,2.7152,789.0708,747.3538,4.5795,5147.541,4696.7213,13.6667,5.297,1010,-2299.5646,4413,936.8139,562.5727,-4.3281,2111,2302,-2.6323,456.0772,480.7366,-5.1345,0.732,0.339,183.0855,2.2896,1.0928,326.698,4.0856,2.0059
"59","rjrLmRYnV7RHw56fSxaQ","9/18/2023",17:22:29,"WBB006","Countermovement Jump",NA,NA,787.103,0.2042,160.6104,-0.2602,7985.6115,-7286.0293,1896,240.8833,1463.3885,185.9208,1898,241.1374,1432.304,181.9716,1896,240.8833,0.361,48.1333,0.139,18.5333,0.25,33.3333,0.449,0.75,93.4442,162.2347,561.862,255.6789,1.7362,-0.7705,-1.1754,1.3739,2.0018,2.179,-1005.2047,-12.5283,-1348.1216,-16.8022,1727.4521,21.53,35.7846,2871.1689,4.5311,992,906,5.5754,772.4892,690.8993,4.2194,988,908,5.176,753.22,679.084,5.4054,4208.6331,3776.9784,10.5634,9.8315,930,-6572.1459,3364,994.9645,427.3901,-6.4209,1574,1790,13.531,564.7968,430.1677,23.8467,0.5987,0.2723,202.8515,2.5282,1.1646,359.0105,4.4745,2.022
"60","VKPFGl2EvOP0ccEgLBaN","9/18/2023",17:22:21,"WBB006","Countermovement Jump",NA,NA,787.939,0.2181,166.1343,-0.2233,9739.8374,-8914.2978,1991,252.6845,1506.6667,191.2162,1989,252.4307,1542.914,195.8164,1992,252.8114,0.356,50.8571,0.123,17.5714,0.221,31.5714,0.462,0.7,87.7995,167.828,526.6785,255.6275,1.9115,-0.7208,-1.1048,1.3933,2.0684,2.2158,-966.4139,-12.032,-1299.2939,-16.1765,1878.8942,23.3926,38.543,3095.7704,1.458,1009,980,-1.6199,741.1301,765.5366,1.4056,1010,982,-0.7989,765.2941,777.6199,11.6861,5439.0244,4300.813,-3.2718,-1.5561,920,-5690.2284,4164,1003.5022,528.4673,1.6811,2117,2047,3.3951,518.7859,484.7163,6.5761,0.66,0.3115,184.716,2.2998,1.0931,341.9625,4.2575,2.0895
"61","wayGxqhrtzFKHYO5OQ5O","9/11/2023",17:22:17,"WBB006","Countermovement Jump",NA,NA,779.98,0.2091,161.0476,-0.241,10793.1034,-8422.8895,2030,260.2631,1600.6552,205.2175,2053,263.2119,1456.3655,186.7183,2027,259.8785,0.335,48.6212,0.116,16.836,0.238,34.5428,0.455,0.689,94.5663,161.9823,532.6615,256.5486,1.7129,-0.764,-1.1917,1.4408,2.0255,2.2313,-1082.592,-13.616,-1507.7461,-18.9633,1812.3132,22.7939,37.5651,2986.7474,4.0429,1068,985,7.9935,864.3017,736.3534,3.3054,1047,980,-3.2079,704.8235,751.542,-4.4728,5155.1724,5637.931,14.8745,-6.1744,NA,-6327.2362,3553,938.4194,455.5245,-6.8956,1654,1899,-0.3048,467.7798,470.6397,NA,0.6604,0.3035,185.044,2.3273,1.1894,347.6175,4.3721,2.0373
"62","uFg8ART83rcnNvlNsbuc","9/11/2023",17:22:04,"WBB006","Countermovement Jump",NA,NA,780.287,0.242,173.3006,-0.166,5929.6875,-9276.9443,1540,197.3633,1132.875,145.187,1540,197.3633,1452.9535,186.2076,1700,217.8686,0.94,70.8899,0.128,9.6531,0.258,19.457,0.475,1.326,44.7503,174.3,520.241,219.0502,3.8949,-0.3921,-0.5657,1.3606,2.1788,2.3151,-405.384,-5.0966,-508.5896,-6.3941,1796.6073,22.5875,39.953,3177.8574,4.2857,803,737,1.0855,572.5859,560.2891,3.6471,881,819,2.5444,744.9612,707.9922,12.78,3343.75,2585.9375,2.0882,4.9685,1130,-8671.7659,3230,957.5602,413.9503,-26.3777,1189,2041,11.1873,532.3425,425.2177,20.1329,0.3582,0.1825,144.627,1.8183,0.5626,375.614,4.7223,2.1914
"63","hs4hqWUKGCXuJsTqLYgg","10/16/2023",08:29:00,"WBB007","Countermovement Jump",NA,NA,691.778,0.3144,175.1281,-0.1262,20961.5385,-18563.8495,2342,338.5479,1492.0641,215.6854,2325,336.0905,1930.8451,279.1134,2633,380.6134,0.229,51.0022,0.078,17.3719,0.142,31.6258,0.502,0.449,61.5973,177.0875,390.876,238.6848,2.8749,-0.6089,-0.8921,1.6426,2.4835,2.5667,-780.8992,-11.0738,-1029.5688,-14.6002,2673.648,37.9146,62.5843,4413.2999,4.2581,1212,1113,12.3001,837.7949,654.2692,1.1014,1331,1302,1.0489,975.5493,955.2958,-5.5657,9897.4359,11064.1026,22.108,2.106,NA,-59385.89,5054,861.225,730.5812,-0.3562,2518,2536,6.2195,457.3945,403.8305,NA,1.118,0.7001,115.556,1.6387,0.8735,275.32,3.9043,2.5113
"64","JeRz68mnUrBMYRssJKR2","10/16/2023",08:28:52,"WBB007","Countermovement Jump",NA,NA,695.293,0.2965,170.9557,-0.1562,19609.7561,-14785.5018,2309,332.0902,1557.878,224.0607,2303,331.2273,1767.4437,254.2013,2347,337.5555,0.247,50.5112,0.082,16.7689,0.16,32.7198,0.489,0.489,69.921,172.6791,410.861,242.6001,2.4696,-0.6775,-1.0015,1.6099,2.412,2.5134,-904.5046,-12.7618,-1221.5963,-17.2357,2413.0271,34.0458,56.2202,3984.6578,6.6435,1228,1075,9.7209,854.6585,703.2195,6.1781,1246,1101,4.5323,923.775,843.6688,0.1244,9817.0732,9792.6829,17.8211,8.6778,NA,-37261.6821,4811,931.2507,691.9385,13.6562,2734,2077,23.4652,574.885,356.3657,NA,1,0.6064,126.935,1.7909,0.9865,283.926,4.006,2.4364
"65","Xc3ZSXO0oQOEnNoBerR3","10/9/2023",17:25:45,"WBB007","Countermovement Jump",NA,NA,699.448,0.2888,169.7135,-0.1693,16111.1111,-12697.03,2149,307.2423,1538.0556,219.8956,2145,306.6704,1718.6168,245.7104,2199,314.3908,0.252,49.5088,0.09,17.6817,0.167,32.8094,0.49,0.509,74.7427,171.2577,425.7585,246.0004,2.2913,-0.7004,-1.0606,1.5557,2.3803,2.4764,-935.482,-13.1205,-1293.2592,-18.1384,2302.4774,32.293,53.1283,3788.0188,5.2681,1129,1016,9.1465,839.3667,698.6889,3.6835,1140,1059,2.1843,878.0778,840.5389,-2.3448,7866.6667,8244.4444,16.8623,4.3047,720,-23276.6465,3963,941.9403,566.5897,-5.8794,1865,2098,3.544,487.6611,454.2792,6.8208,0.9627,0.5673,137.693,1.9312,1.0483,288.0655,4.0402,2.4019
"66","503RmtONiPNuGQf5HHNs","10/9/2023",17:25:37,"WBB007","Countermovement Jump",NA,NA,699.579,0.2724,164.8493,-0.1494,16779.0698,-14382.993,2149,307.1847,1528.2093,218.447,2149,307.1847,1742.1899,249.034,2316,331.0562,0.237,49.2723,0.086,17.8794,0.158,32.8482,0.473,0.481,70.5307,165.7925,407.0205,236.3232,2.3506,-0.6483,-0.9928,1.5459,2.3116,2.4216,-862.1814,-12.0901,-1174.7907,-16.4738,2292.4535,32.1464,54.1093,3858.6885,7.678,1157,992,12.2031,857.3488,670.8605,3.9724,1204,1112,3.5573,902.0823,840.1076,0.9009,8465.1163,8313.9535,21.8523,6.9082,780,-25264.7332,3311,914.4,473.2846,1.7819,1685,1626,0.0684,457.5128,456.8872,0.1395,0.9834,0.5662,130.6945,1.8327,0.989,276.326,3.8748,2.3249
"67","fFIDNYxUPMOtu1NI8mIi","10/2/2023",17:21:08,"WBB007","Countermovement Jump",NA,NA,696.865,0.2914,169.8394,-0.1639,13989.2473,-12142.7228,1990,285.5646,1452.9032,208.4913,1990,285.5646,1683.5698,241.592,2140,307.0896,0.284,51.7304,0.093,16.9399,0.172,31.3297,0.498,0.549,69.6541,170.6952,425.0185,240.3493,2.4506,-0.6417,-0.9832,1.5539,2.3909,2.4966,-816.3368,-11.4918,-1123.7032,-15.8187,2268.0822,31.9285,53.9947,3835.5748,8.5427,1080,910,10.1406,800.1183,652.7849,4.0187,1113,1027,3.6122,872.1919,811.3779,9.4543,7655.914,6333.3333,18.4215,7.0094,1060,-19271.8837,3664,864.1255,525.7833,7.0415,1961,1703,5.6435,456.4462,407.6792,10.683,0.9071,0.5307,134.4625,1.8929,0.9805,290.556,4.0903,2.4029
"68","dr4p7093RFk9Vhthxk8q","10/2/2023",17:20:59,"WBB007","Countermovement Jump",NA,NA,696.309,0.2558,159.028,-0.1471,14688.8889,-13743.6963,2022,290.3883,1408.5444,202.2873,2016,289.5266,1663.0606,238.8395,2190,314.5155,0.274,51.7958,0.09,17.0132,0.165,31.1909,0.451,0.529,63.4342,160.5075,401.5005,223.9417,2.5303,-0.6118,-0.9052,1.4988,2.2405,2.3667,-749.0935,-10.5537,-998.0893,-14.0617,2127.9229,29.9794,52.4944,3726.0237,14.3849,1153,863,15.858,815.9556,592.5889,7.2146,1174,1016,5.063,873.6303,789.4303,13.3132,8322.2222,6366.6667,27.397,9.7098,970,-39365.7313,4140,857.3701,594.5636,-3.2367,2003,2137,0.3866,430.3423,427.0278,0.7607,0.8526,0.4836,126.102,1.7766,0.8937,275.3985,3.88,2.2613
"69","mFAJV0KdnV8nTG3cBoO7","9/25/2023",17:24:52,"WBB007","Countermovement Jump",NA,NA,693.502,0.2812,166.0404,-0.1741,13775.5102,-11800.0513,2054,296.1779,1457.6224,210.1829,2048,295.3128,1662.6977,239.7538,2109,304.1087,0.276,50.5495,0.098,17.9487,0.172,31.5018,0.484,0.546,74.2018,167.7087,429.156,241.9105,2.2602,-0.7011,-1.0638,1.5274,2.3487,2.4418,-894.4097,-12.652,-1196.9598,-16.9317,2197.6019,31.0864,51.1539,3616.2434,2.7344,1052,996,13.7861,829.2857,628.3367,2.0389,1076,1033,0.8413,838.343,824.3547,-15.4074,5826.5306,7948.9796,24.4443,1.6902,610,-21504.1589,3978,967.0262,573.6105,-3.8713,1912,2066,-4.8233,460.1918,506.8344,-9.2113,0.8864,0.515,142.165,2.011,1.0496,286.991,4.0597,2.3723
