"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"11","Wx5FUExqtkiL36PeTEqA","9/11/2023",17:27:44,"WBB001","Countermovement Jump",NA,NA,634.031,0.2633,146.9036,-0.1897,8188.5246,-8659.4954,1643,259.1356,1216.6639,191.8934,1638,258.347,1376.1809,217.0526,1705,268.9143,0.255,44.2708,0.122,21.1806,0.199,34.5486,0.468,0.576,70.5752,148.4913,422.5905,219.0665,2.104,-0.7102,-1.1071,1.4619,2.273,2.3859,-774.9876,-11.9909,-1033.8675,-15.9964,1769.3865,27.3767,45.3215,2929.1795,5.8608,867,771,3.6818,630.7295,585.9344,4.7507,893,812,3.7786,714.0905,662.0905,7.7077,4409.8361,3778.6885,7.0777,7.3003,NA,-2.0908,2169,547.4884,342.0968,-6.5929,1013,1156,16.77,319.6511,227.8373,NA,0.8125,0.4572,147.927,2.2888,1.092,274.6635,4.2497,2.2975
"12","bnLyENusOzoHbqKuBf75","9/11/2023",17:27:34,"WBB001","Countermovement Jump",NA,NA,633.558,0.2726,149.366,-0.212,8157.0248,-7633.169,1618,255.3831,1283.7934,202.6323,1618,255.3831,1332.4206,210.3076,1646,259.8026,0.266,44.2596,0.121,20.1331,0.214,35.6073,0.474,0.601,78.1785,150.3481,440.7685,228.5266,1.9231,-0.7553,-1.2165,1.4908,2.3128,2.4342,-873.437,-13.5243,-1258.6372,-19.4887,1754.9356,27.1734,45.1142,2913.6034,6.7985,864,754,4.9344,673.5702,610.2231,5.2248,866,780,1.7893,678.1308,654.2897,3.9514,4239.6694,3917.3554,9.4125,3.5632,1000,-6896.7927,2594,785.061,409.4337,-29.4526,915,1679,-3.4951,378.811,406.25,-6.7693,0.7887,0.4536,154.839,2.3975,1.2105,285.9295,4.4273,2.328
"13","Tl7094BrPYN1jq9NScxE","10/16/2023",08:32:37,"WBB002","Countermovement Jump",NA,NA,665.106,0.2607,153.3429,-0.1412,13534.6535,-14403.2045,2034,305.8159,1351.4653,203.1955,2028,304.9138,1520.9389,228.6762,2082,313.0328,0.246,46.6793,0.101,19.1651,0.18,34.1556,0.451,0.527,68.6338,155.0499,410.5785,223.6837,2.2591,-0.6967,-1.0282,1.5612,2.2617,2.4121,-818.145,-12.0673,-1052.318,-15.5212,2005.827,29.585,49.3726,3347.4011,-4.3393,970,1058,-11.9064,595.2772,756.1881,-3.2661,1007,1075,-5.6394,717.5833,803.3556,2.7067,6950.495,6584.1584,-21.3973,-10.6621,650,-45247.2812,3544,899.7738,532.8474,-7.6749,1636,1908,-5.1485,426.7246,473.0492,-9.8011,0.8558,0.4947,135.8095,2.0031,1.0123,274.769,4.0527,2.2869
"14","jODdZyTVbRxL7Xk3yBDP","10/16/2023",08:32:23,"WBB002","Countermovement Jump",NA,NA,667.038,0.2521,151.237,-0.1658,15890.1099,-12782.934,2120,317.823,1466.4396,219.8435,2117,317.3732,1559.0647,233.7295,2154,322.9201,0.23,46.8432,0.091,18.5336,0.17,34.6232,0.45,0.491,72.014,152.6895,398.8005,224.7036,2.1203,-0.721,-1.071,1.544,2.2242,2.3624,-909.5096,-13.376,-1209.8434,-17.7929,2023.5234,29.7596,49.1206,3339.9922,-2.9759,1027,1090,-12.5189,641.4286,825.011,-3.6212,1038,1116,-5.3792,737.6,821.4647,16.1826,9230.7692,6659.3407,-22.4971,-10.1833,700,-18194.9681,3887,879.0243,582.7254,-9.8019,1753,2134,-9.9664,395.7086,483.3157,-18.141,0.9165,0.5135,132.7145,1.9518,1.0591,266.086,3.9133,2.2456
"15","XTMxy2c9rLZxBNq95Ghq","10/9/2023",17:29:39,"WBB002","Countermovement Jump",NA,NA,672.639,0.2783,160.2083,-0.1714,16797.7528,-12634.0124,2166,322.0152,1529.6517,227.4105,2162,321.4206,1618.7765,240.6605,2194,326.1779,0.226,46.5979,0.089,18.3505,0.17,35.0515,0.471,0.485,75.5201,161.9049,411.6385,237.425,2.1439,-0.7367,-1.1169,1.5688,2.3365,2.4458,-976.0459,-14.235,-1344.1936,-19.6042,2160.7155,31.5126,50.4629,3460.0755,-1.8501,1061,1101,-8.7095,698.2135,831.4382,-1.2762,1083,1111,-1.9797,793.3647,825.4118,14.5151,9617.9775,7179.7753,-16.2402,-3.8683,670,-13458.9986,3200,906.0299,475.7381,-11.125,1422,1778,-4.2307,433.8493,472.1806,-8.1248,0.9711,0.5737,135.385,1.9745,1.1014,276.2535,4.029,2.3613
"16","oaWKQsBdpSDsKei9vbxa","10/9/2023",17:29:30,"WBB002","Countermovement Jump",NA,NA,671.746,0.2636,155.7296,-0.1787,15000,-11689.1204,2089,310.9806,1472.8298,219.254,2089,310.9806,1550.2486,230.779,2100,312.6182,0.253,48.2824,0.094,17.9389,0.177,33.7786,0.46,0.524,74.5894,156.5235,413.156,231.1128,2.0985,-0.7236,-1.0914,1.5357,2.2742,2.395,-919.9918,-13.4353,-1250.3998,-18.2605,2036.2482,29.7368,48.198,3300.3858,-4.6434,996,1093,-13.1387,639.6596,833.1702,-4,1008,1092,-3.8762,745.0791,805.1695,10.3546,8276.5957,6723.4043,-23.4129,-7.4581,880,-15220.7665,2875,850.0443,427.9892,-4,1380,1495,-0.2212,424.0818,425.9625,-0.3898,0.8779,0.5031,137.7335,2.0114,1.0893,275.4225,4.0222,2.2858
"17","JCpIKJSDawoyKcG3a4sf","10/2/2023",17:25:24,"WBB002","Countermovement Jump",NA,NA,660.284,0.2646,153.3555,-0.1912,13230,-10335.9388,1976,299.2652,1428.55,216.3539,1976,299.2652,1456.2435,220.5481,1984,300.4768,0.25,46.0405,0.1,18.4162,0.193,35.5433,0.46,0.543,76.1576,154.5957,424.2165,230.7533,2.0299,-0.746,-1.1406,1.5572,2.2784,2.4272,-930.3574,-13.8225,-1256.5621,-18.669,1937.188,28.7813,47.3283,3185.5396,-5.8704,930,1046,-12.5715,624.48,804.07,-5.4435,938,1046,-5.3701,689.0207,767.2228,4.4596,6910,6320,-22.4595,-10.1904,1620,-20067.0271,3394,754.2574,514.0212,-12.7873,1480,1914,-15.927,317.0636,437.1938,-27.4857,0.8471,0.4873,142.186,2.1125,1.1315,282.0305,4.1902,2.2969
"18","K05DOrf5Fy4NVP4mfcXT","10/2/2023",17:24:57,"WBB002","Countermovement Jump",NA,NA,660.819,0.2492,148.9471,-0.1859,13316.3265,-10583.6415,1968,297.8123,1373.449,207.8404,1968,297.8123,1471.5652,222.6881,1990,301.1415,0.298,51.3793,0.098,16.8966,0.184,31.7241,0.45,0.58,69.1797,150.1428,405.6735,219.3225,2.1703,-0.6915,-1.0354,1.5125,2.2112,2.3519,-825.4447,-12.2539,-1110.7213,-16.4889,1898.2756,28.1803,46.3293,3120.8251,-3.7602,947,1021,-9.755,619.7347,753.7143,-3.6181,959,1031,-5.6247,694.3967,777.1685,8.3525,7214.2857,6102.0408,-17.9211,-10.6268,810,-9802.5726,2771,843.6889,419.3281,-17.2862,1146,1625,-16.9143,350.4926,493.1963,-28.9498,0.7759,0.4296,133.94,1.9884,1.027,271.7335,4.0339,2.2289
"19","NXPUhv1Y0ucIk60EiTHc","9/25/2023",17:29:52,"WBB002","Countermovement Jump",NA,NA,659.895,0.2709,155.0753,-0.21,11764.1509,-9072.909,1905,288.6823,1391.7075,210.8983,1905,288.6823,1446.269,219.1665,1908,289.1369,0.279,47.9381,0.106,18.2131,0.197,33.8488,0.474,0.582,76.9426,155.8542,432.745,232.7968,2.0256,-0.7515,-1.1461,1.5262,2.3053,2.4216,-912.632,-13.5672,-1238.2098,-18.4072,1918.2525,28.5167,46.1627,3105.2545,-4.042,914,991,-11.1218,618.4623,773.2453,-3.7736,918,990,-2.5541,704.665,741.6041,10.9864,6528.3019,5235.8491,-20.171,-4.9813,650,-11881.3757,4148,902.3169,628.5849,-6.5574,1938,2210,-10.2406,404.9569,497.36,-18.579,0.8144,0.4654,146.8915,2.1837,1.1438,285.8535,4.2495,2.3169
"20","gJUKt6ZVvfLiBh2vnG7x","9/25/2023",17:29:24,"WBB002","Countermovement Jump",NA,NA,660.31,0.2201,139.8753,-0.1499,11632.0755,-12605.8008,1890,286.2292,1222,185.0646,1890,286.2292,1509.6667,228.63,2042,309.2487,0.245,47.4806,0.106,20.5426,0.165,31.9767,0.425,0.516,58.9176,141.0749,378.9365,199.9925,2.3944,-0.6032,-0.8838,1.423,2.0781,2.1974,-646.2377,-9.6009,-819.7057,-12.1781,1824.522,27.1063,44.2883,2981.0433,1.4815,959,931,-9.4448,553.2925,668.7075,0.3918,1025,1017,-2.1225,738.8121,770.8545,16.7883,6792.4528,4839.6226,-17.4667,-4.1201,740,-16027.967,3032,845.85,459.1783,-11.6755,1339,1693,-6.8843,393.8095,452.0405,-12.8759,0.8236,0.4266,128.9105,1.9152,0.8753,250.026,3.7146,2.0959
"21","2bYprg1dAUN6eLkYD2Jg","9/18/2023",17:29:47,"WBB002","Countermovement Jump",NA,NA,651.803,0.2698,152.8801,-0.1696,17678.5714,-12631.0042,2142,328.6269,1567.5833,240.4996,2142,328.6269,1553.9112,238.402,2153,330.3145,0.259,50.5859,0.084,16.4063,0.169,33.0078,0.465,0.512,76.174,153.5128,394.593,229.6868,2.0153,-0.7432,-1.1466,1.581,2.3009,2.4317,-1004.3043,-15.1153,-1470.0386,-22.1249,2075.5351,31.238,50.5525,3358.8462,-0.4669,1066,1076,-4.3569,749.6429,817.9405,-0.8825,1067,1086,-3.3422,750.9882,802.9231,12.5926,9952.381,7726.1905,-8.5241,-6.4371,NA,-24541.0095,3447,805.4284,528.8408,-21.3809,1355,2092,-20.4955,320.1759,485.2526,NA,0.9082,0.527,130.9255,1.9705,1.1465,263.6675,3.9683,2.3105
"22","aTWo8mUXxzLXfSLkRgME","9/18/2023",17:29:40,"WBB002","Countermovement Jump",NA,NA,653.998,0.2517,148.1434,-0.157,19012.1951,-14053.4554,2207,337.4628,1550.2927,237.0485,2207,337.4628,1602.5449,245.0382,2224,340.0622,0.23,49.1453,0.082,17.5214,0.156,33.3333,0.456,0.468,72.7072,149.0588,377.4175,221.766,2.0501,-0.7268,-1.0952,1.5167,2.2222,2.3274,-962.8879,-14.4434,-1387.2371,-20.8086,2051.5092,30.7727,48.8692,3257.9365,1.8577,1124,1083,-2.4464,756.1829,794.1098,0.9892,1123,1101,-1.6828,787.7885,814.7564,16.4849,11073.1707,7939.0244,-4.998,-3.2554,760,-10464.8341,3643,847.0526,557.0353,-10.0192,1639,2004,-4.8969,402.7868,444.2658,-9.3458,0.9744,0.5378,126.335,1.895,1.0906,251.0825,3.7662,2.2359
"23","Fi6mKZ8HYORuCC6GLbCr","9/11/2023",17:28:45,"WBB002","Countermovement Jump",NA,NA,637.824,0.2947,156.3348,-0.1775,12009.901,-10451.6126,1855,290.8326,1293.1485,202.7438,1852,290.3622,1435.0914,224.998,1866,292.5572,0.341,53.3646,0.101,15.8059,0.197,30.8294,0.49,0.639,65.5768,157.9687,413.617,223.5454,2.4089,-0.6893,-1.0244,1.5783,2.4045,2.5196,-777.3946,-11.9567,-1038.8171,-15.9774,1964.5692,30.2159,49.2805,3204.1057,-4.3197,886,966,-13.1248,561.7129,731.4356,-3.8585,897,969,-2.8166,697.335,737.7563,8.6562,6524.7525,5485.1485,-23.3628,-5.4759,NA,-5097.4028,2640,757.6815,413.9073,-18.1061,1081,1559,3.7214,392.9391,364.7424,NA,0.7668,0.4612,129.997,1.9994,1.0086,283.62,4.3622,2.4296
"24","6Q6nOspgnSa3jYkyzQTf","9/11/2023",17:28:29,"WBB002","Countermovement Jump",NA,NA,639.703,0.2676,149.4223,-0.1874,11857.1429,-10088.8726,1891,295.6059,1233.2476,192.7844,1883,294.3553,1464.2747,228.8991,1957,305.9232,0.323,52.9508,0.105,17.2131,0.182,29.8361,0.475,0.61,61.6957,150.9986,396.289,212.6942,2.4475,-0.6652,-0.9609,1.5438,2.2914,2.4213,-712.2334,-10.9223,-907.8835,-13.9226,1932.1381,29.6298,48.1135,3137.4488,-2.0712,922,961,-10.1374,554.1143,679.1333,-1.7885,961,996,-3.5745,705.967,758.3077,13.8956,6752.381,5104.7619,-18.6003,-6.8823,680,-6927.4163,3309,864.5588,517.2713,-15.0196,1406,1903,-16.3589,361.5632,502.9956,-28.1137,0.7787,0.4387,128.8645,1.9762,0.9461,267.4245,4.101,2.3156
"25","GcCzExeY2Y7Q6FjzQiNs","10/16/2023",08:29:36,"WBB003","Countermovement Jump",NA,NA,591.49,0.2584,135.7604,-0.1759,10104.7619,-9411.1712,1655,279.8019,1157.0571,195.6174,1655,279.8019,1332.7486,225.3206,1743,294.6795,0.387,57.3333,0.105,15.5556,0.183,27.1111,0.467,0.675,58.8496,136.4623,365.661,195.3119,2.3188,-0.6501,-0.9783,1.5208,2.2516,2.3907,-659.3152,-10.9349,-879.7509,-14.5909,1738.2053,28.8285,47.9183,2889.216,-1.6314,814,841,3.4299,598.3714,558.6857,-2.008,854,889,-3.7061,641.6776,691.071,-4.4298,4828.5714,5276.1905,6.6962,-7.123,NA,-6869.2909,3751,716.4345,634.1612,-18.6883,1525,2226,-10.9753,318.9017,397.5328,NA,0.6919,0.3828,120.956,2.0061,0.976,244.705,4.0585,2.2633
"26","84H8nbSpOS3km0ofkTEZ","10/16/2023",08:29:25,"WBB003","Countermovement Jump",NA,NA,592.129,0.2372,130.2171,-0.1466,11958.7629,-12023.6125,1763,297.7392,1179.2268,199.1503,1755,296.3881,1388.8232,234.5474,1847,311.9253,0.355,57.6299,0.097,15.7468,0.164,26.6234,0.454,0.616,56.364,131.5183,342.428,187.8823,2.3334,-0.6374,-0.946,1.458,2.1574,2.2757,-655.87,-10.866,-855.9252,-14.1804,1723.5496,28.5546,47.0539,2840.1592,0.9687,886,869,9.5826,646.1134,533.1134,-0.2707,921,926,-1.4159,684.5793,704.2439,-11.0345,5319.5876,6639.1753,17.6625,-2.7679,880,-8524.6335,3808,749.2,643.1031,-10.9769,1695,2113,-12.8525,326.4545,422.7455,-22.7821,0.737,0.3851,113.8005,1.8854,0.9338,228.6275,3.7877,2.1789
"27","awb7nhWiGRsFExQPQ73S","10/9/2023",17:26:25,"WBB003","Countermovement Jump",NA,NA,595.458,0.2848,143.4854,-0.1749,13473.6842,-10751.7208,1880,315.7234,1293.5474,217.2357,1877,315.2195,1404.4101,235.8538,1892,317.7386,0.221,44.7368,0.095,19.2308,0.178,36.0324,0.489,0.494,65.6725,144.914,373.1465,210.5865,2.2066,-0.7345,-1.0962,1.5709,2.3639,2.4658,-821.2208,-13.5294,-1080.3538,-17.7985,1892.0024,31.1702,49.1141,2981.1784,7.1923,1006,871,13.1983,732.1368,561.4105,6.2368,1005,887,4.2287,731.8989,672.5112,2.5,6905.2632,6568.4211,23.406,8.13,720,-7517.1801,3317,802.1917,557.0502,1.9596,1691,1626,3.9811,417.0639,385.1278,7.6655,0.9899,0.5765,122.241,2.0139,1.0819,250.9055,4.1336,2.3874
"28","sX8DQvstBHxDR3Sh9iuc","10/9/2023",17:26:02,"WBB003","Countermovement Jump",NA,NA,597.341,0.2621,138.0756,-0.1552,16348.8372,-12840.9067,1993,333.6453,1437.814,240.7024,1993,333.6453,1435.7879,240.3632,2002,335.1519,0.197,43.9732,0.086,19.1964,0.165,36.8304,0.472,0.448,71.5622,139.3242,360.819,210.8864,1.9469,-0.7551,-1.1868,1.5573,2.2676,2.3858,-949.5871,-15.5949,-1311.4876,-21.5383,1883.0294,30.9246,49.0828,2988.7027,5.7702,1054,939,12.1826,806.4884,631.3256,5.2947,1054,948,0.5433,721.7939,713.9939,-9.9573,7360.4651,8988.3721,21.9129,1.1357,1240,-7923.299,3550,709.6516,594.3004,-13.2958,1539,2011,-23.3556,271.954,437.6976,-37.8658,1.0536,0.585,122.9335,2.0189,1.1752,237.8855,3.9067,2.2881
"29","2xe1fcbiVQHx2akU4lbj","10/2/2023",17:20:41,"WBB003","Countermovement Jump",NA,NA,599.407,0.2796,143.1198,-0.1871,10454.5455,-9346.9074,1749,291.7884,1254.5,209.2902,1749,291.7884,1352.3474,225.6142,1751,292.122,0.226,42.9658,0.11,20.9125,0.19,36.1217,0.485,0.526,71.4767,143.9147,395.2135,215.3914,2.0134,-0.7713,-1.1736,1.5414,2.3423,2.4503,-844.8628,-13.8272,-1142.82,-18.7036,1809.6843,29.6176,47.1913,2883.4666,6.2321,929,820,10.0518,690.3,564.2,6.225,930,821,2.9469,696.1,656.2474,2.4348,5354.5455,5100,18.3217,5.7557,670,-9233.4598,2816,821.397,469.7977,-3.196,1363,1453,-6.0221,385.9657,435.4313,-11.3575,0.9221,0.5316,137.4115,2.2489,1.1698,257.802,4.2192,2.3553
"30","6cGpKlCdSFNBjjb9KTQN","10/2/2023",17:20:31,"WBB003","Countermovement Jump",NA,NA,600.818,0.2565,137.3992,-0.1771,9469.0265,-9474.8438,1678,279.2859,1133.5398,188.6661,1674,278.6201,1339.4492,222.9376,1726,287.275,0.252,45.6522,0.113,20.471,0.187,33.8768,0.47,0.552,59.6581,138.948,378.8515,198.6061,2.3291,-0.6697,-0.9899,1.4864,2.2434,2.3633,-667.9249,-10.9057,-845.2516,-13.801,1720.7692,28.0963,45.8877,2810.4118,6.2127,889,785,13.5483,643.5575,489.9823,3.9397,897,829,0.6823,674.2941,665.1551,3.5514,4902.6549,4566.3717,23.9286,1.3988,670,-6908.4469,3265,817.5313,543.4258,-16.9372,1356,1909,-9.0206,371.8925,445.6388,-16.5614,0.8514,0.4647,127.5505,2.0826,0.9741,251.301,4.1032,2.2687
"31","kpqFXjO8vZjsN3DN0RPC","9/25/2023",17:25:21,"WBB003","Countermovement Jump",NA,NA,606.509,0.2466,135.9795,-0.1503,13666.6667,-12817.1288,1927,317.7199,1256.4375,207.1589,1922,316.8955,1416.7101,233.5843,1948,321.1824,0.232,46.6801,0.096,19.3159,0.169,34.004,0.456,0.497,61.7336,137.8725,360.331,199.6061,2.2333,-0.703,-1.0196,1.4985,2.1994,2.3228,-761.1323,-12.311,-995.0493,-16.0945,1797.5675,29.0748,47.1448,2914.756,7.8044,1036,886,13.9183,715.6563,540.7813,6.1602,1034,914,2.3231,724.8107,691.8994,5.6402,7218.75,6447.9167,24.5028,4.5879,730,-7989.7436,2654,800.5219,437.5863,-1.4318,1308,1346,-5.4292,378.5301,421.9918,-10.3105,0.9175,0.4961,119.9585,1.9403,0.9985,240.3725,3.8879,2.23
"32","s6H8HxCopS7DW9nkOekF","9/25/2023",17:25:13,"WBB003","Countermovement Jump",NA,NA,606.588,0.241,134.4529,-0.1479,14977.7778,-13243.1215,1959,322.954,1322.1222,217.9605,1959,322.954,1417.1867,233.6325,1977,325.9214,0.207,44.7084,0.09,19.4384,0.166,35.8531,0.453,0.463,63.7161,135.5219,354.5245,199.238,2.127,-0.7,-1.0384,1.499,2.1744,2.2911,-795.0504,-12.8579,-1068.8146,-17.2853,1793.7321,29.009,45.9787,2843.0289,3.5222,1014,945,9.6032,724.5444,597.5778,3.2878,1021,956,0.8302,714.4759,702.7108,-2.0772,7333.3333,7644.4444,17.634,1.6771,700,-11324.8132,2717,807.3629,447.9152,-2.6132,1323,1394,-17.8426,331.6543,475.7086,-30.295,0.9784,0.5205,118.309,1.9133,1.0304,236.2155,3.8202,2.1917
"33","VSoyVU1LJT6UAhHHEfHG","9/18/2023",17:26:26,"WBB003","Countermovement Jump",NA,NA,586.351,0.2664,136.6482,-0.1427,21175.6757,-15111.467,2157,367.8684,1509.7432,257.4811,2158,368.0389,1476.8039,251.8635,2156,367.6978,0.264,53.7678,0.074,15.0713,0.153,31.1609,0.469,0.491,67.5325,137.3003,337.9345,204.8328,2.0331,-0.7401,-1.1316,1.5926,2.2862,2.3964,-951.1153,-15.9127,-1281.3333,-21.4375,1958.9475,32.7744,51.0608,3051.9447,4.7266,1130,1028,15.937,875.1757,634.5676,5.1948,1134,1022,2.6939,758.2941,718.5098,-16.2731,8864.8649,12310.8108,27.8256,5.277,790,-19837.0587,4245,762.5823,723.9691,-11.3781,1881,2364,-14.0343,327.7797,434.8025,-24.6162,0.9552,0.5426,110.9225,1.8558,1.1299,227.012,3.798,2.2971
"34","sqSC60xteliQsiXPiBDM","9/18/2023",17:26:18,"WBB003","Countermovement Jump",NA,NA,586.703,0.2262,125.9899,-0.1276,18807.6923,-16166.792,2063,351.626,1375.7436,234.4872,2063,351.626,1455.6621,248.1089,2119,361.1708,0.204,47.7752,0.078,18.267,0.145,33.9578,0.435,0.427,60.8007,127.0151,318.6505,187.8157,2.089,-0.68,-1.0244,1.4776,2.1066,2.2192,-801.3148,-13.3984,-1061.2613,-17.7449,1786.2661,29.8674,46.9944,2810.5739,1.1149,1043,1020,3.202,709.8974,665.8462,0.5191,1065,1054,0.2099,729.3586,726.3034,-2.1132,9205.1282,9602.5641,6.2746,0.4263,520,-24095.1687,3769,838.3865,642.4034,3.688,1954,1815,3.4671,433.7269,404.6596,6.715,1.0187,0.5297,106.5635,1.7818,1.0166,212.087,3.5462,2.1238
"35","0wO7wNx1P1bdhnB5bx0j","9/11/2023",17:25:29,"WBB003","Countermovement Jump",NA,NA,599.713,0.2618,138.5456,-0.188,11000,-9455.6447,1778,296.4751,1320.5833,220.2026,1778,296.4751,1335.7766,222.736,1799,299.9768,0.235,44.2561,0.108,20.339,0.188,35.4049,0.48,0.531,77.241,139.2545,394.0105,216.4955,1.8029,-0.7709,-1.2661,1.5181,2.2663,2.385,-915.9329,-14.9827,-1378.7898,-22.554,1748.9762,28.6094,46.4932,2842.2578,6.0742,943,835,7.5647,710.2407,610.3426,5.6142,950,849,3.2502,689.5957,646.1809,-5.8923,5175.9259,5824.0741,14.1534,6.3084,NA,0,3313,578.7546,552.4309,-3.4108,1600,1713,-15.0233,245.9034,332.8512,NA,0.904,0.493,142.01,2.323,1.2635,252.0005,4.1222,2.2779
"36","Dj6AXmo666DEhUbiveaz","9/11/2023",17:25:17,"WBB003","Countermovement Jump",NA,NA,598.802,0.2621,138.4086,-0.1752,11626.1682,-10539.1208,1846,308.2822,1226.0561,204.7515,1841,307.4472,1379.0337,230.2988,1873,312.7912,0.272,48.833,0.107,19.2101,0.178,31.9569,0.469,0.557,66.4857,139.7852,376.9295,206.2709,2.1025,-0.7437,-1.1026,1.5277,2.2675,2.3838,-792.0426,-12.9758,-1020.5604,-16.7195,1800.04,29.4895,47.0311,2870.776,7.6589,991,850,12.5362,689.8785,536.1776,6.567,998,875,2.9772,710.0449,668.9888,5.4662,6130.8411,5495.3271,22.3309,5.8205,670,-14358.3118,3606,818.1,602.2024,1.9412,1838,1768,-4.1029,392.2672,425.8328,-7.9,0.842,0.4705,130.5575,2.1389,1.0892,246.372,4.0362,2.2901
"37","3AU1szdMUCAqsS7VV4iF","9/18/2023",17:25:54,"WBB004","Countermovement Jump",NA,NA,1107.056,0.224,236.5538,-0.1878,15641.0256,-15687.6166,2946,266.1112,2136.5897,192.9974,2946,266.1112,2284.6667,206.3732,3011,271.9826,0.357,52.8889,0.117,17.3333,0.201,29.7778,0.421,0.675,119.5309,238.1557,709.7305,357.6867,1.9924,-0.695,-1.0638,1.4468,2.0962,2.2526,-1315.2816,-11.6552,-1738.8478,-15.4085,2840.8136,25.1734,41.3502,4666.3568,6.7889,1573,1373,7.0353,1143.453,993.1368,5.4799,1588,1423,2.6837,1172.99,1111.6766,6.0109,8290.5983,7350.4274,13.1518,5.2567,840,-26326.7763,4043,1384.3869,365.2028,12.5402,2275,1768,12.6923,780.0488,604.3381,22.5229,0.6237,0.3318,249.0565,2.207,1.0592,460.674,4.0822,2.1104
"38","UJdYC1A42jPEturfm9RB","9/18/2023",17:25:47,"WBB004","Countermovement Jump",NA,NA,1106.335,0.2174,232.924,-0.1654,19718.4466,-19017.2396,3145,284.2719,2182.2718,197.2524,3134,283.2777,2386.5683,215.7184,3274,295.9321,0.29,50.3472,0.103,17.8819,0.183,31.7708,0.418,0.576,109.7965,235.8332,662.0415,345.6297,2.1479,-0.6589,-0.9899,1.4452,2.0654,2.2145,-1265.3782,-11.2203,-1672.8905,-14.8337,2919.4075,25.8867,42.1815,4757.076,11.6146,1749,1385,13.2017,1235.1845,947.0874,7.5137,1760,1514,3.8654,1239.4098,1147.1585,12.3584,11077.6699,8640.7767,23.33,7.4971,740,-23835.0031,4945,1420.0446,446.9713,5.4398,2607,2338,-0.9173,703.5095,716.5351,-1.8205,0.7257,0.3775,223.749,1.984,0.9736,438.2925,3.8864,2.0912
"39","ZsfJJK6zQzU0VRKKqqWc","10/16/2023",08:31:24,"WBB005","Countermovement Jump",NA,NA,632.591,0.2377,139.2525,-0.1837,9146.5517,-9216.4618,1693,267.6295,1140.6552,180.3148,1693,267.6295,1370.7407,216.6867,1823,288.1799,0.373,55.0147,0.116,17.1091,0.189,27.8761,0.436,0.678,58.4024,140.3418,391.6845,198.7442,2.403,-0.6237,-0.9132,1.4726,2.1595,2.2929,-626.3074,-9.7126,-803.8632,-12.466,1730.6205,26.8379,43.9372,2833.2629,-0.0591,846,847,-1.2818,563.0172,577.6379,-1.0422,902,921,-3.8345,659.0899,711.6508,2.3563,4681.0345,4465.5172,-2.5605,-7.3527,1100,-20650.6087,2719,758.1136,429.8196,-10.4818,1217,1502,10.343,418.2627,339.8509,18.7813,0.6431,0.3506,131.783,2.0436,0.9057,259.9015,4.0305,2.1764
