"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse","L_R_Diff_Peak_Propulsive","L_R_Total_Peak_Propulsive","Peak_Propulsive_Asymmetry_Index","L_R_Diff_Peak_Landing","L_R_Total_Peak_Landing","Peak_Landing_Asymmetry_Index","L_R_Diff_Peak_Braking","L_R_Total_Peak_Braking","Peak_Braking_Asymmetry_Index"
"385","jO5sTvErQvAWbBg21zYk","10/10/2023",07:36:57,"MFB029","Countermovement Jump",NA,NA,1456.449,0.2809,348.5648,-0.2181,7976.3314,-12835.3823,2800,192.2484,2340.8225,160.7212,2800,192.2484,3027.464,207.8661,3870,265.7148,0.292,42.7526,0.169,24.7438,0.222,32.5037,0.467,0.683,148.7766,350.1493,1068.3975,498.9259,2.3535,-0.6137,-1.0032,1.3883,2.3478,2.4775,-1335.8994,-8.998,-1928.4005,-12.9889,3872.7439,26.0851,49.3431,7325.7578,10.2857,1544,1256,7.0301,1252.6923,1088.1302,10.1292,2131,1739,11.6253,1689.7072,1337.7568,37.3887,5479.2899,2497.0414,13.0458,20.8212,NA,-15653.3276,5461,1765.9963,374.9531,14.3014,3121,2340,26.1651,1114.0355,651.9607,NA,0.6837,0.4113,394.9165,2.66,1.0021,673.481,4.5363,2.3585,392,3870,10.1291989664083,781,5461,14.3014099981688,288,5461,5.27375938472807
"386","23wY2tLcUrGkpOAA7oK6","10/10/2023",07:36:51,"MFB029","Countermovement Jump",NA,NA,1456.635,0.1985,293.0649,-0.1661,7798.7421,-16180.7186,2688,184.5349,2281.283,156.6132,2688,184.5349,2895.4167,198.7743,3780,259.5022,0.221,37.8425,0.159,27.226,0.204,34.9315,0.387,0.584,130.487,294.838,954.0835,425.325,2.2595,-0.542,-0.8812,1.1917,1.9737,2.0975,-1152.135,-7.7593,-1620.2705,-10.912,3160.5264,21.2852,40.1063,5955.1704,10.119,1480,1208,4.9696,1197.327,1083.956,9.5238,2070,1710,8.2993,1567.8578,1327.5588,19.1935,4647.7987,3150.9434,9.4223,15.333,NA,-24853.4507,6185,1666.4177,424.6088,-4.996,2938,3247,8.9984,908.1846,758.2331,NA,0.6627,0.34,362.092,2.4386,0.8788,591.9915,3.9869,1.9856,360,3780,9.52380952380952,309,6185,4.99595796281326,272,6185,4.39773645917542
"387","knYjHzMIiLkgQmi668Zb","10/3/2023",07:37:48,"MFB029","Countermovement Jump",NA,NA,1446.499,0.216,303.5221,-0.1645,10876.7123,-18496.2743,3042,210.3009,2295.4452,158.6897,3035,209.8169,2938.6127,203.1535,3790,262.0119,0.254,42.053,0.146,24.1722,0.204,33.7748,0.405,0.604,123.1451,305.8892,935.309,429.0344,2.484,-0.5551,-0.8417,1.3055,2.0585,2.2003,-1160.687,-7.8717,-1525.6822,-10.347,3426.9387,23.2411,41.6018,6134.2521,1.2191,1536,1499,-1.2589,1133.274,1162.1712,7.0185,2028,1762,4.2679,1532.0147,1406.598,7.0529,5821.9178,5054.7945,-2.5245,8.1778,NA,-21300.4994,4954,1885.6431,342.4821,4.9657,2600,2354,12.0039,1055.9971,829.646,NA,0.6705,0.3576,334.334,2.2674,0.8352,600.975,4.0757,2.0745,266,3790,7.01846965699208,246,4954,4.96568429551877,37,4954,0.746871215179653
"388","2anHpY0yQS8L4ODuZW0v","10/3/2023",07:37:42,"MFB029","Countermovement Jump",NA,NA,1448.267,0.2473,325.1735,-0.1838,13353.3835,-17548.5031,3225,222.6799,2552.6692,176.2568,3225,222.6799,3059.2871,211.2378,3861,266.5945,0.435,56.4935,0.133,17.2727,0.202,26.2338,0.442,0.77,145.979,327.0216,958.17,473.0006,2.2402,-0.5994,-0.9918,1.3972,2.2026,2.3387,-1413.968,-9.5777,-2031.1291,-13.7581,3804.172,25.768,45.4451,6709.1349,5.7984,1706,1519,6.9569,1365.1278,1187.5414,8.6247,2097,1764,5.9365,1620.4505,1438.8366,21.0586,8082.7068,5270.6767,12.9357,11.2122,NA,-20232.6792,5767,1812.0416,398.2001,-3.416,2785,2982,-0.2569,903.6936,908.348,NA,0.574,0.3211,338.5985,2.2935,0.9888,619.5715,4.1967,2.2151,333,3861,8.62470862470862,197,5767,3.41598751517253,187,5767,3.24258713369169
"389","PF1b0TkDJWL84CSIVaKd","9/26/2023",07:39:22,"MFB029","Countermovement Jump",NA,NA,1422.023,0.3426,375.8139,-0.2169,18391.6667,-16753.3806,3633,255.4811,2735.375,192.358,3624,254.8482,3272.2206,230.1102,3922,275.8043,0.31,48.8959,0.12,18.9274,0.204,32.1767,0.523,0.634,156.4897,379.2323,996.4575,535.722,2.4234,-0.7099,-1.0936,1.6019,2.5926,2.6886,-1731.7596,-11.9468,-2425.3404,-16.7315,4675.0424,32.2514,53.7662,7793.7536,4.3046,1890,1734,5.5815,1444.025,1291.35,5.6604,2072,1850,5.0429,1718.6176,1553.6029,11.5541,10258.3333,8133.3333,10.5359,9.5928,NA,-12455.9603,7208,1883.1219,506.8835,2.8024,3705,3503,-4.1193,902.7749,980.347,NA,0.8249,0.5404,327.1325,2.2568,1.0796,669.325,4.6174,2.6162,222,3922,5.66037735849057,202,7208,2.80244173140954,156,7208,2.16426193118757
"390","xFcZoCjgZTmg9WPA4tjW","9/26/2023",07:39:10,"MFB029","Countermovement Jump",NA,NA,1426.819,0.3085,357.8525,-0.2171,11554.0541,-14423.8382,3132,219.5093,2506.8176,175.6928,3132,219.5093,3125.1422,219.0286,3789,265.5558,0.235,39.5623,0.148,24.9158,0.211,35.5219,0.496,0.594,158.9718,359.8907,1031.0905,518.8625,2.2639,-0.681,-1.0975,1.4735,2.4604,2.5576,-1563.5427,-10.75,-2163.4206,-14.8745,4197.0714,28.8567,50.5914,7358.2776,8.7484,1703,1429,4.7969,1313.5338,1193.2838,8.6302,2058,1731,8.3765,1693.4597,1431.6825,23.6257,7141.8919,4412.1622,9.0733,15.461,NA,-19439.3052,6223,1913.4601,436.145,6.5081,3314,2909,11.6795,1068.4709,844.9892,NA,0.835,0.5194,370.141,2.5449,1.093,660.9495,4.5443,2.4744,327,3789,8.63024544734759,405,6223,6.50811505704644,274,6223,4.40302105094006
"391","jVlL4oesTolKjTxGrn1a","9/19/2023",07:41:40,"MFB029","Countermovement Jump",NA,NA,1433.771,0.258,328.85,-0.1768,11435.0649,-18128.533,3206,223.6061,2306.8247,160.8921,3194,222.7692,3092.2312,215.6712,3888,271.173,0.214,37.7425,0.154,27.1605,0.199,35.097,0.454,0.567,133.5568,331.6161,971.294,465.1728,2.483,-0.6125,-0.9232,1.4215,2.25,2.3757,-1282.592,-8.7756,-1669.5136,-11.423,3905.2746,26.7203,46.2022,6752.6372,-3.8197,1536,1658,-3.2701,1115.6948,1191.1299,6.4815,2070,1818,1.4226,1568.1106,1524.1206,-10.619,5110.3896,6324.6753,-6.3038,2.7835,890,-17457.1192,5658,1799.9157,394.6237,2.0148,2886,2772,1.1273,910.1034,889.8124,2.2278,0.8007,0.4551,354.3575,2.4245,0.9138,616.9365,4.2211,2.2689,252,3888,6.48148148148148,114,5658,2.01484623541888,122,5658,2.15623895369388
"392","Fl5RQhpgw6CWjv6xr76f","9/19/2023",07:41:32,"MFB029","Countermovement Jump",NA,NA,1435.793,0.2428,319.4535,-0.2045,9484.472,-14548.106,2975,207.2026,2214.6646,154.2468,2962,206.2971,2920.3935,203.3993,3616,251.8469,0.307,44.883,0.161,23.538,0.216,31.5789,0.433,0.684,124.6293,322.1322,988.0555,446.7615,2.5847,-0.5662,-0.8603,1.3512,2.1827,2.3016,-1149.3362,-7.8528,-1508.8862,-10.3094,3561.2671,24.3322,43.1065,6309.0719,-0.3376,1476,1486,2.6141,1136.2795,1078.3851,8.4624,1961,1655,6.4646,1554.5926,1365.8009,-2.947,4602.4845,4881.9876,5.117,12.1168,630,-26342.7574,6504,1933.4365,452.9901,9.2251,3552,2952,16.8207,1129.327,804.1095,28.8103,0.633,0.355,355.792,2.4309,0.8515,632.2635,4.3199,2.201,306,3616,8.46238938053097,600,6504,9.22509225092251,10,6504,0.153751537515375
"393","mDaM7l2Nixpqp7aZnJLr","9/12/2023",07:39:07,"MFB029","Countermovement Jump",NA,NA,1418.918,0.3213,363.1585,-0.2784,8832.4873,-11357.2262,3162,222.8459,2248.3553,158.4556,3156,222.423,2864.4921,201.8786,3298,232.4306,0.261,36.7606,0.197,27.7465,0.252,35.493,0.534,0.71,162.5232,365.8497,1165.467,528.3728,2.2511,-0.7687,-1.1326,1.516,2.5108,2.6322,-1561.6357,-10.7967,-2018.0999,-13.9526,3967.2316,27.4283,48.0534,6950.4445,-2.3447,1541,1615,6.0593,1192.2944,1056.0609,7.8229,1778,1520,2.8906,1473.6468,1390.8452,-13.2184,3832.4873,5000,11.4933,5.6007,NA,-29764.3159,10438,3491.0319,735.631,5.8057,5522,4916,2.1645,1783.2979,1707.734,NA,0.7521,0.4525,442.05,3.0562,1.1236,723.417,5.0015,2.5294,258,3298,7.82292298362644,606,10438,5.80570990611228,74,10438,0.708948074343744
"394","794imsuP4eJzf6RB196w","9/12/2023",07:39:01,"MFB029","Countermovement Jump",NA,NA,1422.04,0.272,334.8867,-0.2322,5643.1925,-11323.4501,2629,184.8752,1995.5634,140.331,2624,184.5236,2734.6211,192.3027,3440,241.906,0.289,38.1266,0.213,28.1003,0.256,33.7731,0.467,0.758,121.556,337.3198,1125.8125,458.8757,2.775,-0.5567,-0.8457,1.3129,2.3102,2.4372,-1035.0622,-7.1404,-1420.0208,-9.7961,3384.3936,23.3474,45.9762,6664.627,2.5152,1345,1279,7.1904,1069.5258,926.0376,8.6047,1868,1572,7.4723,1469.4805,1265.1406,-15.4742,2384.9765,3258.216,13.4726,13.8826,NA,-18073.8658,7438,1852.7304,523.0514,3.1191,3835,3603,13.7363,1053.6139,799.1165,NA,0.6161,0.3589,424.4505,2.9281,0.8386,701.362,4.8384,2.327,296,3440,8.6046511627907,232,7438,3.11911804248454,66,7438,0.887335305189567
"395","vq5BdDsE6X8zH9pNNQgL","8/29/2023",07:48:43,"MFB029","Countermovement Jump",NA,NA,1417.303,0.2991,349.9724,-0.2091,13421.4286,-15844.9158,3313,233.7538,2313.1357,163.2069,3298,232.6955,3163.5274,223.2076,3805,268.4676,0.443,56.5051,0.14,17.8571,0.201,25.6378,0.493,0.784,124.4731,352.6171,960.3905,477.0902,2.8329,-0.5822,-0.8703,1.4869,2.4224,2.5225,-1216.0128,-8.4168,-1602.173,-11.0896,4224.7147,29.2418,49.504,7152.1058,6.2462,1752,1546,6.6159,1233.0857,1080.05,8.9093,2072,1733,6.5358,1685.1443,1478.3831,4.2044,6992.8571,6428.5714,12.4227,12.2701,1200,-8535.4449,6156,1707.5267,434.3461,1.6569,3129,3027,5.0888,897.21,810.3167,9.6849,0.6288,0.3815,322.8955,2.235,0.8616,637.495,4.4125,2.4407,339,3805,8.90932982917214,102,6156,1.65692007797271,206,6156,3.34632878492528
"396","GVmETR2SyizqA0c4LjdZ","8/29/2023",07:48:36,"MFB029","Countermovement Jump",NA,NA,1414.753,0.2888,343.3125,-0.1899,13606.0606,-16901.4394,3209,226.824,2301.3712,162.6695,3209,226.824,2974.7182,210.2641,3570,252.3409,0.401,53.2537,0.132,17.5299,0.22,29.2165,0.468,0.753,116.1311,344.7778,958.902,460.9089,2.9689,-0.5408,-0.8059,1.4649,2.3806,2.5071,-1119.8555,-7.7652,-1456.2091,-10.0975,3937.5119,27.303,48.4517,6987.4798,10.6264,1775,1434,10.1623,1267.6212,1033.75,9.4678,1954,1616,8.9457,1620.4136,1354.3045,9.2428,7431.8182,6174.2424,18.4541,16.4322,1940,-23274.3447,6011,1586.4026,424.8798,-3.976,2886,3125,-2.0373,777.0418,809.3608,-3.9898,0.6215,0.3836,302.8785,2.1002,0.8053,656.0235,4.5489,2.3907,338,3570,9.46778711484594,239,6011,3.97604391948095,341,6011,5.67293295624688
"397","LCvaSByoPwTlG3Nc14dv","8/29/2023",07:48:26,"MFB029","Countermovement Jump",NA,NA,1421.811,0.2514,321.9033,-0.1706,7657.3427,-14838.3932,2532,178.0827,1813.4615,127.5459,2515,176.8871,2981.2319,209.6785,3845,270.4298,0.66,65.3465,0.143,14.1584,0.207,20.495,0.45,1.01,55.457,324.0411,877.132,379.4982,5.8431,-0.2783,-0.3878,1.3405,2.221,2.3557,-471.8219,-3.2554,-578.7555,-3.9932,3640.3908,25.1174,46.6921,6767.3176,-0.1193,1256,1259,1.3092,918.6014,894.8601,7.8283,2073,1772,4.5186,1557.971,1423.2609,-2.6484,3727.2727,3930.0699,2.6005,8.6308,1760,-14126.8208,5370,1598.0233,377.6873,8.6034,2916,2454,-2.3379,780.3318,817.6915,-4.5711,0.4455,0.2489,258.776,1.7855,0.3826,618.356,4.2664,2.2358,301,3845,7.82834850455137,462,5370,8.60335195530726,3,5370,0.0558659217877095
"398","Dzu0i49tXVAMIW8KpMTq","10/3/2023",07:32:11,"MFB030","Countermovement Jump",NA,NA,938.522,0.2827,225.3247,-0.1293,13568,-20399.5269,2637,280.9737,1393.8,148.5101,2637,280.9737,2412.5686,257.0604,3286,350.125,0.393,58.5693,0.125,18.6289,0.153,22.8018,0.489,0.671,56.0593,226.8261,543.7945,282.8854,4.0462,-0.4558,-0.5922,1.5655,2.3552,2.4729,-562.0223,-5.8746,-654.9988,-6.8464,3210.5676,33.5588,57.1314,5465.7611,8.5324,1431,1206,14.7551,799.728,594.072,1.2173,1663,1623,-1.286,1190.7712,1221.7974,0.4717,6816,6752,25.8199,-2.4601,NA,-30554.8966,5824,1244.6749,620.5502,6.0783,3089,2735,3.2805,642.7533,601.9217,NA,0.7288,0.4214,173.3745,1.8122,0.586,370.42,3.8719,2.3709,40,3286,1.21728545343883,354,5824,6.0782967032967,225,5824,3.86332417582418
"399","SUfAF9WPe6LShBOTup72","10/3/2023",07:32:06,"MFB030","Countermovement Jump",NA,NA,936.516,0.3036,232.9765,-0.1337,10768.595,-16721.064,2236,238.7573,1505.6942,160.7761,2236,238.7573,2323.9821,248.1519,3064,327.1701,0.269,48.2079,0.121,21.6846,0.168,30.1075,0.493,0.558,68.2141,234.1993,573.0665,302.4134,3.4333,-0.485,-0.7178,1.5523,2.4404,2.5533,-657.4186,-6.8865,-843.5475,-8.8362,3152.6329,33.0238,57.5283,5491.9671,8.5868,1214,1022,2.4848,771.5537,734.1405,2.0888,1564,1500,0.5166,1167.994,1155.9881,17.1144,6305.7851,4462.8099,4.7481,1.0852,NA,-90568.2885,5360,1268.6781,572.3341,-1.3433,2644,2716,2.962,653.1282,615.5499,NA,0.8835,0.544,181.5325,1.9016,0.7145,391.534,4.1013,2.4532,64,3064,2.088772845953,72,5360,1.34328358208955,192,5360,3.58208955223881
"400","lvt6hxPRLtfeelJfc0C5","9/26/2023",07:30:43,"MFB030","Countermovement Jump",NA,NA,951.995,0.2823,228.3918,-0.1175,12168.2243,-19184.819,2254,236.7659,1586.5047,166.6505,2254,236.7659,2397.0949,251.797,3163,332.2496,0.296,52.7629,0.107,19.0731,0.158,28.164,0.476,0.561,67.2355,229.4373,548.9515,296.6728,3.4124,-0.4594,-0.694,1.4654,2.3535,2.4495,-655.7926,-6.7577,-861.6051,-8.8786,3103.1198,31.9766,56.5707,5489.8107,0.3549,1131,1123,0.7175,798.9439,787.5607,1.2962,1602,1561,0.9999,1210.5316,1186.5633,-1.2289,6009.3458,6158.8785,1.4384,1.9683,NA,-56693.3059,4488,1164.3163,471.431,11.0071,2491,1997,-15.5442,491.6663,672.65,NA,0.8485,0.5032,169.099,1.7425,0.6928,379.8525,3.9143,2.3643,41,3163,1.29623774897249,494,4488,11.0071301247772,8,4488,0.17825311942959
"401","KIq6TOvOvksmKhIXjT1K","9/26/2023",07:30:35,"MFB030","Countermovement Jump",NA,NA,953.068,0.2033,194.0508,-0.0716,23171.0526,-38481.4822,2755,289.0665,1580.3026,165.8122,2713,284.6596,2514.104,263.7906,3650,382.9737,0.192,48.855,0.076,19.3384,0.125,31.8066,0.412,0.393,46.7843,196.468,434.819,243.2523,4.1994,-0.3634,-0.497,1.3589,1.9974,2.1053,-504.1307,-5.1891,-600.783,-6.1839,2853.0211,29.3664,52.2075,5072.1044,16.6974,1583,1130,28.4181,1014.6974,565.6053,7.0685,1954,1696,4.9529,1319.312,1194.792,7.0982,12407.8947,10763.1579,44.4489,9.5327,NA,-32886.6028,4197,1148.2451,440.3673,-3.979,2015,2182,16.8387,670.7971,477.448,NA,1.0483,0.5174,119.2175,1.2271,0.4816,315.6015,3.2485,2.0223,258,3650,7.06849315068493,167,4197,3.97903264236359,453,4197,10.7934238741959
"402","PyzJUvTHbt6ArR3rysLN","9/19/2023",07:30:17,"MFB030","Countermovement Jump",NA,NA,959.484,0.2678,224.1988,-0.1362,11739.1304,-16978.7009,2313,241.0671,1527.9043,159.2423,2313,241.0671,2285.5799,238.2093,2983,310.8963,0.261,47.8899,0.115,21.1009,0.169,31.0092,0.478,0.545,64.6893,225.2482,562.431,289.9375,3.482,-0.4549,-0.6626,1.471,2.2923,2.4041,-623.1715,-6.3715,-785.3341,-8.0294,2938.2219,30.0411,51.6044,5047.2613,3.5019,1197,1116,-1.5133,752.3913,775.513,4.3245,1556,1427,1.5769,1160.8107,1124.7692,5.1852,6173.913,5565.2174,-3.0306,3.1254,620,-22888.9097,5336,1337.2242,556.1323,8.2084,2887,2449,15.8466,774.5645,562.6597,27.3445,0.8771,0.4914,175.03,1.7895,0.6614,387.401,3.9609,2.303,129,2983,4.32450553134428,438,5336,8.20839580209895,81,5336,1.51799100449775
"403","8GZ1EK9yDLZbhsJdMMxK","9/19/2023",07:30:07,"MFB030","Countermovement Jump",NA,NA,958.163,0.2615,221.2471,-0.1286,11437.5,-17564.6435,2258,235.6593,1584.2857,165.3462,2240,233.7807,2287.5868,238.7471,3039,317.1694,0.268,48.9945,0.112,20.4753,0.167,30.5302,0.475,0.547,69.4797,223.1163,559.9235,292.596,3.2112,-0.4812,-0.721,1.4463,2.2652,2.3907,-687.7857,-7.0418,-905.7118,-9.273,2892.6671,29.6161,53.3701,5212.7657,-2.1429,1096,1144,-1.5419,779.9286,804.3571,2.5337,1558,1481,-1.507,1126.5569,1161.0299,-3.9813,5491.0714,5946.4286,-3.0194,-2.9641,NA,-25987.2029,4185,1169.6422,436.7733,-15.0299,1778,2407,13.3264,662.757,506.8852,NA,0.8684,0.4781,176.794,1.8101,0.7114,383.1295,3.9226,2.2843,77,3039,2.53372820006581,629,4185,15.0298685782557,48,4185,1.14695340501792
"404","kNKP7PNhgCQfF4369Mav","9/12/2023",07:32:32,"MFB030","Countermovement Jump",NA,NA,944.361,0.2885,229.0134,-0.1163,19880.4348,-24081.3605,2800,296.4968,1687.0761,178.6474,2767,293.0024,2516.637,266.491,3395,359.5024,0.258,52.0161,0.092,18.5484,0.146,29.4355,0.486,0.496,67.4093,230.9213,523.0885,298.3306,3.4257,-0.493,-0.7106,1.5665,2.379,2.4881,-729.6857,-7.58,-896.4722,-9.3125,3352.7918,34.8287,59.4388,5721.8873,5.0958,1454,1313,10.2641,930.1196,756.9565,1.6789,1726,1669,-0.1015,1257.0411,1259.5959,3.2258,10260.8696,9619.5652,18.6823,-0.1604,NA,-39189.8019,5046,1371.2011,534.3296,0.3171,2531,2515,5.3041,721.9656,649.2355,NA,0.9798,0.5816,154.2905,1.6028,0.7002,368.798,3.8311,2.3988,57,3395,1.67893961708395,16,5046,0.317082837891399,141,5046,2.79429250891795
"405","VdHMrNkG4qiCjmdqCmco","9/12/2023",07:32:26,"MFB030","Countermovement Jump",NA,NA,943.105,0.2733,222.6167,-0.0908,23448.7179,-30930.215,2810,297.952,1643.3974,174.2539,2770,293.7107,2577.0803,273.2549,3609,382.6721,0.246,53.3623,0.078,16.9197,0.137,29.718,0.47,0.461,53.7013,225.2186,481.6875,278.9199,4.1939,-0.4115,-0.5763,1.5402,2.3156,2.4238,-592.6751,-6.1649,-715.3645,-7.4411,3341.7233,34.76,60.2158,5788.9692,12.3466,1556,1214,15.1024,945.7949,697.6026,3.5744,1869,1740,2.3633,1318.9927,1258.0876,13.2859,13282.0513,10166.6667,26.2602,4.6982,NA,-49702.0856,4586,1238.284,486.2661,-4.0994,2199,2387,-2.6292,602.8638,635.4202,NA,1.0195,0.5928,127.2635,1.3238,0.5586,354.424,3.6867,2.3427,129,3609,3.57439733998337,188,4586,4.0994330571304,342,4586,7.45747928477976
"406","r18mIL6LUT7KVQMl6ql4","8/29/2023",07:40:31,"MFB030","Countermovement Jump",NA,NA,934.83,0.3111,235.437,-0.1859,8527.3973,-11807.9202,2195,234.802,1532.5753,163.9416,2183,233.5184,2126.702,227.4961,2570,274.9163,0.345,50.0726,0.146,21.1901,0.198,28.7373,0.511,0.689,86.6438,237.0592,645.2845,323.703,2.736,-0.6109,-0.9168,1.5239,2.4706,2.5796,-845.4128,-8.8717,-1139.3656,-11.9564,2899.1481,30.4233,53.4255,5091.1115,10.5818,1207,976,9.1805,836.637,695.9384,1.4786,1304,1266,1.4451,1078.7172,1047.9848,19.3574,5089.0411,3438.3562,16.7687,2.9015,NA,0,4309,851.99,460.9394,21.049,2608,1701,54.223,656.9821,195.0079,NA,0.7417,0.4515,223.129,2.3415,0.9092,422.1555,4.4301,2.4877,38,2570,1.47859922178988,907,4309,21.0489672777907,231,4309,5.36087259224878
"407","cKT6IUly3qY52XLzC5CT","8/29/2023",07:40:25,"MFB030","Countermovement Jump",NA,NA,933.346,0.3213,238.8949,-0.1977,14216.2162,-12719.9605,2515,269.4606,1755.5045,188.0872,2507,268.6035,2136.1859,228.874,2593,277.8177,0.432,58.221,0.111,14.9596,0.199,26.8194,0.511,0.742,90.4651,240.5971,620.3995,331.0622,2.6596,-0.6452,-0.9593,1.5794,2.5109,2.6212,-996.5919,-10.4748,-1322.4741,-13.9,2987.0859,31.396,53.5241,5092.4023,5.8636,1327,1180,10.5896,970.7027,784.8018,2.8924,1334,1259,1.3834,1082.8693,1053.3166,3.1686,7333.3333,6882.8829,19.1997,2.7583,700,-29182.2471,4933,1279.2414,528.5285,22.4407,3020,1913,31.0551,838.2557,440.9857,47.3952,0.6887,0.4331,194.0665,2.0397,0.9508,426.333,4.481,2.5288,75,2593,2.89240262244504,1107,4933,22.4407054530712,147,4933,2.97993107642408
"408","6UPU53PiV1taoR2yC8ar","8/29/2023",07:40:18,"MFB030","Countermovement Jump",NA,NA,934.5,0.2807,223.545,-0.1392,10521.0084,-15856.8184,2207,236.1691,1439.1681,154.0041,2185,233.8149,2193.8539,234.7623,2791,298.6624,0.355,54.4479,0.119,18.2515,0.178,27.3006,0.484,0.652,59.4255,225.241,562.213,284.6665,3.7903,-0.4334,-0.6322,1.4986,2.3467,2.48,-564.9559,-5.9307,-710.4202,-7.4577,2879.9942,30.233,54.0108,5145.0664,0.5034,1098,1087,-5.9377,676.8571,762.3109,-1.1824,1379,1412,-2.0107,1074.8708,1118.9831,2.8754,5411.7647,5109.2437,-11.2666,-3.9208,380,-40987.9531,5569,1552.7763,595.9337,5.369,2934,2635,9.384,849.2447,703.5316,17.1653,0.7423,0.4305,170.631,1.7912,0.6238,391.582,4.1107,2.3645,33,2791,1.18237190970978,299,5569,5.36900700305261,11,5569,0.197521996767822
"409","qEKsYuuDcGF6riY1olCn","10/17/2023",09:25:45,"MFB031","Countermovement Jump",NA,NA,826.503,0.3733,228.0186,-0.2647,10762.963,-8628.3653,2284,276.345,1603.6519,194.0286,2284,276.345,1897.831,229.6218,2317,280.3378,0.295,45.8787,0.135,20.9953,0.213,33.126,0.545,0.643,104.1831,229.3154,621.1215,333.4985,2.2011,-0.8295,-1.2425,1.6854,2.7064,2.7949,-1167.3403,-13.8555,-1537.6341,-18.2506,2846.7398,33.7888,55.3183,4660.6228,0.4378,1147,1137,1.6292,814.8889,788.763,0.9063,1169,1148,2.2363,970.1362,927.6948,-5.437,5088.8889,5674.0741,3.2527,4.357,NA,-19702.8772,5237,1197.6045,633.6335,5.7094,2768,2469,-4.9491,569.1669,628.4376,NA,0.8476,0.5806,215.761,2.5609,1.2366,405.3605,4.8113,2.7218,21,2317,0.906344410876133,299,5237,5.70937559671568,10,5237,0.190949016612564
"410","zzu53Gnm16GBllydtXrC","10/17/2023",09:25:35,"MFB031","Countermovement Jump",NA,NA,826.755,0.3568,222.9726,-0.2326,11370.0787,-9770.746,2273,274.9303,1559.252,188.599,2273,274.9303,1981.2073,239.6366,2430,293.9202,0.316,49.6855,0.127,19.9686,0.193,30.3459,0.54,0.636,92.3006,223.9288,580.791,316.2294,2.4261,-0.7353,-1.0971,1.6612,2.6457,2.7382,-1007.246,-11.9516,-1305.2364,-15.4875,2907.3045,34.4971,57.0178,4805.2745,-1.4518,1120,1153,8.149,843.1575,716.0945,-0.4115,1210,1220,-0.3099,987.5337,993.6736,-17.4515,4692.9134,6677.1654,15.2298,-0.6288,NA,-17756.6652,6217,1013.0193,751.9761,-5.1311,2949,3268,-3.1801,490.402,522.6173,NA,0.8491,0.561,197.2985,2.3411,1.0952,383.4925,4.5504,2.6571,10,2430,0.411522633744856,319,6217,5.13109216663986,33,6217,0.530802637928261
"411","0hPOWGSfF7f6Hg9mWAu1","10/10/2023",08:27:17,"MFB031","Countermovement Jump",NA,NA,827.435,0.3649,225.6993,-0.2532,9217.6871,-8621.2028,2183,263.8274,1473.6327,178.0965,2183,263.8274,1882.6495,227.5284,2249,271.8038,0.346,48.9392,0.147,20.7921,0.214,30.2687,0.549,0.707,94.3086,226.8899,619.9025,321.1985,2.4058,-0.7747,-1.1228,1.6564,2.6759,2.7689,-1002.6754,-11.8876,-1239.3318,-14.6934,2786.7073,33.039,55.0747,4645.3358,3.8937,1134,1049,6.629,785.6599,687.9728,3.6016,1165,1084,3.3391,972.757,909.8925,0.5166,4632.6531,4585.034,12.4669,6.4607,NA,-15349.2658,5226,1181.3467,631.5904,6.238,2776,2450,-1.748,580.3483,600.9985,NA,0.7765,0.5162,215.9415,2.5602,1.1181,403.961,4.7893,2.69,81,2249,3.6016007114273,326,5226,6.23804056639878,85,5226,1.62648296976655
