"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse","L_R_Diff_Peak_Propulsive","L_R_Total_Peak_Propulsive","Peak_Propulsive_Asymmetry_Index","L_R_Diff_Peak_Landing","L_R_Total_Peak_Landing","Peak_Landing_Asymmetry_Index","L_R_Diff_Peak_Braking","L_R_Total_Peak_Braking","Peak_Braking_Asymmetry_Index"
"1097","s9vqyIpDotzSytJiWfmI","9/12/2023",06:32:09,"MFB084","Countermovement Jump",NA,NA,723.405,0.4831,227.0254,-0.4093,7213.0178,-4737.1258,1939,268.038,1383.142,191.1988,1940,268.1762,1537.3929,212.5217,1941,268.3144,0.329,42.2879,0.169,21.7224,0.28,35.9897,0.626,0.778,110.8831,228.8741,664.566,339.7572,2.0641,-1.0304,-1.5193,1.876,3.0787,3.1846,-1248.9778,-16.9372,-1653.0909,-22.4173,2609.0712,35.3813,60.6229,4470.428,-1.134,959,981,-1.6355,680.2604,702.8817,-1.185,959,982,-0.1714,767.3786,770.0143,7.137,3863.9053,3349.1124,-3.2628,-0.3408,NA,-12887.8267,4630,1100.4925,640.0288,-12.743,2020,2610,-0.4622,547.7032,552.7894,NA,0.8046,0.6209,233.1385,3.1616,1.5037,431.4275,5.8505,3.1037,23,1941,1.18495620814013,590,4630,12.7429805615551,22,4630,0.475161987041037
"1098","XnSGR0YLjlrB09m4gSBa","8/29/2023",06:29:12,"MFB084","Countermovement Jump",NA,NA,718.038,0.5249,234.9017,-0.4911,10170.8861,-4740.1113,2328,324.2168,1500.0949,208.9158,2327,324.0776,1508.6409,210.106,2328,324.2168,0.393,46.2898,0.158,18.6101,0.298,35.1001,0.651,0.849,122.7585,236.7472,686.931,359.5057,1.9286,-1.1808,-1.6929,2.0466,3.2093,3.3028,-1511.677,-20.6529,-1961.6739,-26.8008,2738.2359,37.4104,60.295,4413.2605,1.8479,1185,1142,1.3041,759.8291,740.2658,1.8041,1185,1143,0.8766,760.9329,747.7081,5.4138,5360.7595,4810.1266,2.5467,1.7408,690,-6548.1184,4479,1066.7203,623.7831,-14.9364,1905,2574,-7.0473,495.7725,570.9478,-13.1614,0.7668,0.6183,236.2085,3.2271,1.6772,450.7225,6.1579,3.2345,42,2328,1.80412371134021,669,4479,14.9363697253851,43,4479,0.960035722259433
"1099","1BVZRTWcp3uqz9MMlxO2","8/29/2023",06:29:02,"MFB084","Countermovement Jump",NA,NA,718.988,0.4977,229.0328,-0.4613,8432.9268,-4552.7841,2100,292.0772,1459.2683,202.9614,2110,293.468,1494.2432,207.8259,2100,292.0772,0.351,43.2799,0.164,20.2219,0.296,36.4982,0.642,0.811,120.7115,230.5146,681.9605,351.226,1.9096,-1.1236,-1.6577,1.9208,3.125,3.2236,-1421.8968,-19.4006,-1864.065,-25.4336,2593.7333,35.3894,60.7099,4449.5096,-0.3791,1051,1059,3.4707,754.9573,704.311,-0.8571,1041,1059,-0.2492,745.2601,748.9831,-5.2784,3993.9024,4439.0244,6.7559,-0.5013,1820,-6027.9104,5954,845.5731,828.1084,0.5375,2993,2961,0.7245,425.8495,419.7236,1.4108,0.7916,0.6137,238.6255,3.2558,1.647,443.335,6.0489,3.1452,18,2100,0.857142857142857,32,5954,0.537453812562983,8,5954,0.134363453140746
"1100","DRg6zYTjwgXN7TX7hQ4t","8/29/2023",06:28:54,"MFB084","Countermovement Jump",NA,NA,719.374,0.5051,230.8453,-0.4218,7246.988,-4558.9794,1923,267.3157,1330.0361,184.888,1923,267.3157,1545.8464,214.8877,1924,267.4548,0.458,50.6637,0.166,18.3628,0.28,30.9735,0.641,0.904,100.7654,232.3598,653.966,333.1252,2.3059,-0.9439,-1.3853,1.8942,3.148,3.2517,-1102.9049,-15.0402,-1425.3279,-19.437,2664.3076,36.3328,63.5842,4662.6761,0.78,969,954,0.2654,666.7831,663.253,0.8316,970,954,2.2219,790.0964,755.75,3.4081,3746.988,3500,0.5124,4.335,1000,-5305.1658,3583,948.981,498.0719,26.7653,2271,1312,15.7347,549.15,399.831,27.2514,0.7091,0.5587,220.1815,3.0026,1.3741,433.7845,5.9155,3.1687,16,1924,0.831600831600832,959,3583,26.7652804912085,15,3583,0.418643594753
"1101","PRZXbRcbogDOr3a1HDES","10/10/2023",07:34:21,"MFB085","Countermovement Jump",NA,NA,779.354,0.3602,211.1886,-0.1763,10294.5736,-12053.7718,2125,272.6617,1272.7442,163.3076,2106,270.2238,2027.6,260.1642,2602,333.8663,0.377,55.7692,0.129,19.0828,0.17,25.1479,0.548,0.676,62.9778,213.2378,509.2425,276.2157,3.3859,-0.5681,-0.8091,1.6762,2.6583,2.7655,-644.335,-8.1105,-766.1616,-9.6439,2963.4324,37.3018,64.7041,5140.4115,2.849,1083,1023,-2.1439,622.7287,650.0155,1.0761,1315,1287,1.1471,1025.4294,1002.1706,4.8193,5395.3488,4899.2248,-4.2504,2.2756,NA,-21007.7788,6507,1041.1755,834.9223,5.7323,3440,3067,23.3046,641.9087,399.2668,NA,0.8107,0.5328,163.5145,2.0582,0.7927,345.728,4.3518,2.6841,28,2602,1.076095311299,373,6507,5.73228830490241,60,6507,0.922083909635777
"1102","2yh4mUAXoyWLLyrVg83E","10/10/2023",07:34:14,"MFB085","Countermovement Jump",NA,NA,779.335,0.337,204.2703,-0.1741,6462.8571,-10960.5028,1908,244.8241,1072.6229,137.6331,1908,244.8241,1988.0533,255.0961,2531,324.7641,0.385,52.8121,0.175,24.0055,0.169,23.1824,0.531,0.729,50.7569,205.2134,524.0615,255.9703,4.0431,-0.4658,-0.6413,1.5968,2.5713,2.6679,-456.3733,-5.7447,-566.8691,-7.1356,2804.1839,35.2981,61.7001,4901.6335,5.1363,1003,905,0.3489,538.1829,534.44,1.2248,1281,1250,0.9063,1003.0355,985.0178,5.5703,3411.4286,3051.4286,0.6641,1.8123,NA,-19157.2823,6808,943.4719,873.5653,1.3807,3451,3357,8.8276,513.3789,430.093,NA,0.7284,0.4622,187.1405,2.3557,0.6389,336.921,4.241,2.5832,31,2531,1.22481232714342,94,6808,1.3807285546416,98,6808,1.43948296122209
"1103","qYncUzdLZ5Y75JkV7m2r","10/3/2023",07:38:39,"MFB085","Countermovement Jump",NA,NA,783.408,0.3096,196.8278,-0.1553,15036.3636,-15686.6451,2436,310.9491,1276.4727,162.9384,2436,310.9491,2038.5796,260.2194,2818,359.7104,0.368,57.9528,0.11,17.3228,0.157,24.7244,0.52,0.635,53.4076,198.2644,460.842,251.6721,3.7123,-0.5255,-0.6773,1.6783,2.4647,2.6169,-578.2037,-7.2404,-731.3481,-9.1581,2865.7698,35.8858,61.4074,4903.8815,1.0673,1231,1205,0.3775,640.6455,635.8273,1.2065,1426,1392,4.0471,1060.5414,978.0382,3.1439,7754.5455,7281.8182,0.7203,7.7545,NA,-13953.7754,5972,1033.1466,762.3103,-2.4113,2914,3058,21.3084,626.6466,406.5,NA,0.8189,0.4876,139.5825,1.7479,0.6688,321.2595,4.0229,2.4827,34,2818,1.20652945351313,144,5972,2.41125251172137,26,5972,0.43536503683858
"1104","kXEBQ16RlffIlzE9mryL","10/3/2023",07:38:34,"MFB085","Countermovement Jump",NA,NA,782.021,0.2939,191.4265,-0.078,11549.5495,-26860.0527,2095,267.8956,1076.9369,137.712,2064,263.9315,2053.6093,262.6028,2793,357.1515,0.358,57.7419,0.111,17.9032,0.151,24.3548,0.498,0.62,32.0922,193.0253,430.007,225.1175,6.0147,-0.3446,-0.4132,1.5559,2.4013,2.5067,-330.8276,-4.15,-422.0429,-5.2943,2744.9314,34.4336,58.72,4680.9659,-3.1008,1000,1064,-0.5086,535.7297,541.2072,0.0358,1397,1396,-0.8497,1018.0795,1035.5298,-4.2122,5531.5315,6018.018,-0.9734,-1.7097,NA,-31218.8075,5688,1078.8698,727.3462,-0.3516,2834,2854,1.1866,545.8358,533.034,NA,0.8032,0.474,118.8965,1.4915,0.4026,311.1105,3.9027,2.4214,1,2793,0.0358037952022914,20,5688,0.351617440225035,64,5688,1.12517580872011
"1105","MvK04zvrAqUjp855rnTO","9/26/2023",07:36:04,"MFB085","Countermovement Jump",NA,NA,787.124,0.3256,202.788,-0.1683,9465.6489,-12046.3677,2028,257.6468,1208.7863,153.57,2028,257.6468,1967.5988,249.9732,2536,322.1856,0.406,57.2638,0.131,18.4767,0.172,24.2595,0.522,0.709,54.6153,204.0407,497.1545,258.6559,3.736,-0.4884,-0.6867,1.6048,2.5274,2.6306,-528.855,-6.5912,-636.8859,-7.9376,2758.8404,34.3837,57.421,4607.2832,4.0434,1055,973,6.0151,640.7481,568.0382,1.1041,1282,1254,0.8306,991.9709,975.6279,0.8065,4770.9924,4694.6565,11.3837,1.6578,NA,-20555.9265,6603,1088.1402,838.8767,13.3121,3741,2862,12.2959,610.9682,477.172,NA,0.7362,0.4592,157.7285,1.9658,0.6807,339.426,4.2303,2.543,28,2536,1.10410094637224,879,6603,13.3121308496138,82,6603,1.24185976071483
"1106","kHzjrRK6ZtQRLyTunao5","9/26/2023",07:35:58,"MFB085","Countermovement Jump",NA,NA,787.367,0.2834,189.2666,-0.1504,9070.922,-13948.2788,2098,266.4577,1149.5887,146.0042,2068,262.6475,1965.5466,249.6354,2677,339.9939,0.336,52.6646,0.141,22.1003,0.161,25.2351,0.496,0.638,50.4318,190.7034,478.92,241.1352,3.7814,-0.4605,-0.6368,1.5629,2.3581,2.4847,-477.9973,-5.9555,-570.2031,-7.1043,2622.2097,32.6708,54.8248,4400.3331,2.3211,1058,1010,-2.4258,560.8511,588.7376,0.1868,1341,1336,1.8666,1001.118,964.4286,8.0532,4900.7092,4170.2128,-4.8158,3.6573,NA,-17382.634,6512,1016.1014,827.0603,4.699,3409,3103,38.0903,701.5687,314.5327,NA,0.7774,0.4442,161.4505,2.0116,0.6283,317.4695,3.9554,2.376,5,2677,0.18677624206201,306,6512,4.6990171990172,48,6512,0.737100737100737
"1107","733EdYQ89OT0dQBjfrLV","9/19/2023",07:39:03,"MFB085","Countermovement Jump",NA,NA,777.645,0.3368,203.769,-0.1679,13387.3874,-13498.209,2266,291.3926,1377.2252,177.102,2266,291.3926,2037.1235,261.9606,2660,342.0584,0.421,60.6628,0.111,15.9942,0.162,23.3429,0.541,0.694,65.8039,205.1505,483.2515,270.9544,3.1176,-0.5719,-0.8381,1.6602,2.5705,2.6654,-695.6053,-8.7751,-864.7766,-10.9092,2913.7738,36.7573,59.8283,4742.6305,3.5305,1173,1093,0.3362,690.9279,686.2973,1.8045,1354,1306,0.8915,1027.642,1009.4815,7.1332,7171.1712,6216.2162,0.6036,1.7844,NA,-13146.9128,6911,932.3088,888.7089,2.619,3546,3365,7.4147,500.7182,431.5905,NA,0.7795,0.4853,152.1225,1.919,0.8301,331.129,4.1772,2.588,48,2660,1.80451127819549,181,6911,2.61901316741427,80,6911,1.15757488062509
"1108","vUPqY7TOlXkNi1tosnMA","9/19/2023",07:38:55,"MFB085","Countermovement Jump",NA,NA,776.167,0.3207,198.4689,-0.1557,9729.5082,-12592.2088,1961,252.6518,1236.0902,159.2557,1961,252.6518,2017.775,259.9666,2688,346.3172,0.378,57.2727,0.122,18.4848,0.16,24.2424,0.516,0.66,55.5146,199.6243,474.018,255.1389,3.5959,-0.4791,-0.7068,1.6065,2.5085,2.6174,-533.8728,-6.7476,-703.7615,-8.8949,2808.6574,35.4987,61.2415,4845.4245,5.5584,1035,926,2.9754,636.4344,599.6557,1.5625,1365,1323,1.8275,1027.325,990.45,4.9705,5106.5574,4622.9508,5.7635,3.6033,NA,-19356.456,5632,1177.6611,725.617,2.4148,2884,2748,-5.1943,558.2448,619.4163,NA,0.7818,0.4859,150.207,1.8985,0.7017,323.811,4.0927,2.5231,42,2688,1.5625,136,5632,2.41477272727273,109,5632,1.93536931818182
"1109","e6k1WkWKjbP2u7wB0Tj5","9/12/2023",07:43:19,"MFB085","Countermovement Jump",NA,NA,767.225,0.3872,215.5652,-0.1325,10697.2477,-14599.7046,1934,252.0773,1252.5138,163.2525,1934,252.0773,1951.2582,254.3267,2445,318.681,0.287,49.654,0.109,18.8581,0.182,31.4879,0.552,0.578,52.31,216.4365,492.009,268.7465,4.1376,-0.4653,-0.6707,1.6934,2.7563,2.8486,-518.3594,-6.6279,-650.5802,-8.3185,2937.141,37.5553,63.4669,4963.6468,2.5853,992,942,-1.3434,617.844,634.6697,1.8405,1245,1200,3.0059,1004.956,946.3022,7.8902,5770.6422,4926.6055,-2.729,5.8217,NA,49159.8606,6940,1141.8933,904.5586,5.9078,3675,3265,-2.7004,555.5287,586.3645,NA,0.955,0.6699,135.9375,1.7381,0.6689,356.0715,4.5529,2.7674,45,2445,1.84049079754601,410,6940,5.90778097982709,50,6940,0.720461095100865
"1110","2f2TY9zrZng5slRUeaXq","9/12/2023",07:43:13,"MFB085","Countermovement Jump",NA,NA,772.625,0.3591,209.0455,-0.1889,6574.4681,-9012.397,1702,220.288,1174.9574,152.0734,1702,220.288,1910.0543,247.2162,2390,309.3351,0.434,57.1805,0.141,18.5771,0.184,24.2424,0.541,0.759,56.2624,210.1205,517.486,266.3829,3.7347,-0.4758,-0.7185,1.591,2.6542,2.746,-511.8075,-6.4984,-677.0374,-8.5963,2742.4859,34.8213,62.2922,4906.0685,0,851,851,-1.2694,580.0213,594.9362,0,1195,1195,-0.6738,948.5924,961.462,2.0496,3354.6099,3219.8582,-2.5252,-1.3346,NA,-21327.6843,7158,1113.6006,926.452,5.8396,3788,3370,-28.8121,396.3746,717.226,NA,0.7128,0.4731,165.2025,2.0976,0.7144,352.2835,4.4729,2.6679,0,2390,0,418,7158,5.83962000558815,0,7158,0
"1111","CUMkoN8gsf5MPZ2opuhQ","8/29/2023",07:54:40,"MFB085","Countermovement Jump",NA,NA,768.542,0.4106,222.3608,0.0065,11389.8305,221327.5627,1439,187.2377,1042.0339,135.5858,1439,187.2377,1904.5816,247.8175,2463,320.477,0.393,60.6481,0.059,9.1049,0.196,30.2469,0.531,0.648,15.7975,223.3638,435.1395,239.1613,14.1392,-0.1451,-0.205,1.6656,2.8383,2.9383,-139.4327,-1.7798,-173.8656,-2.2193,2895.5773,36.9604,67.0552,5253.2851,-0.6254,715,724,-0.6474,517.6441,524.3898,0.6902,1240,1223,1.0447,962.2398,942.3418,-1.4881,5610.1695,5779.661,-1.2789,2.0515,1570,6947.6703,6726,916.3293,875.1636,3.7169,3488,3238,-11.2068,406.8191,509.5102,-20.1988,0.8194,0.6336,61.1415,0.7804,0.2016,373.998,4.7739,2.8511,17,2463,0.690215184734064,250,6726,3.71691941718704,9,6726,0.133809099018733
"1112","SPIYj6LtRMfEG6PX3QCw","8/29/2023",07:54:33,"MFB085","Countermovement Jump",NA,NA,778.628,0.3068,194.7237,-0.1502,6338.0282,-11168.0701,1678,215.5073,1017.0915,130.6261,1678,215.5073,1874.0281,240.6834,2440,313.3717,0.536,62.6168,0.142,16.5888,0.178,20.7944,0.514,0.856,33.4108,195.8062,478.378,229.217,5.8606,-0.3189,-0.425,1.5194,2.4533,2.5633,-298.7516,-3.764,-353.6371,-4.4555,2530.2848,31.8793,55.7563,4425.4271,-3.8141,807,871,-6.1962,477.0352,540.0563,-0.2459,1217,1223,0.3696,940.4775,933.5506,-0.4444,3154.9296,3183.0986,-11.7013,0.7074,NA,-20144.2418,6571,898.0249,843.9203,-7.2896,3046,3525,20.5206,541.1525,356.8725,NA,0.6005,0.3584,143.976,1.814,0.4209,334.402,4.2132,2.467,6,2440,0.245901639344262,479,6571,7.28960584385938,64,6571,0.973976563688936
"1113","XNzsJcXpWMWu2D1uIIy4","8/29/2023",07:54:26,"MFB085","Countermovement Jump",NA,NA,774.518,0.327,199.9849,-0.1681,2333.3333,-7568.2595,1272,164.2312,940.6338,121.4476,1272,164.2312,1746.2233,225.4594,2306,297.7336,0.528,55.755,0.213,22.4921,0.206,21.7529,0.509,0.947,35.1327,200.7848,560.4405,235.9175,5.715,-0.3242,-0.4458,1.4303,2.533,2.634,-287.9185,-3.6468,-355.2632,-4.4997,2341.915,29.6626,57.5036,4540.0181,-1.4151,627,645,4.3248,490.6573,449.9765,1.1275,1166,1140,-0.0056,873.0631,873.1602,-18.3099,953.0516,1380.2817,8.3423,-0.0158,NA,-35859.0882,4745,919.9133,612.6391,2.4236,2430,2315,-1.985,450.8266,469.0867,NA,0.5375,0.3453,200.105,2.5345,0.445,360.3355,4.564,2.5431,26,2306,1.12749349522984,115,4745,2.42360379346681,18,4745,0.379346680716544
"1114","P9BFoUMFPeMwPGgQOHLl","10/17/2023",08:39:03,"MFB086","Countermovement Jump",NA,NA,816.224,0.3605,221.2873,-0.2375,9475.1773,-9059.8527,2152,263.6531,1414.6241,173.3132,2152,263.6531,1861.6604,228.082,2327,285.0933,0.33,48.3163,0.141,20.6442,0.212,31.0395,0.535,0.683,83.7034,222.6895,594.52,306.3929,2.6605,-0.7054,-1.0135,1.7125,2.6596,2.7883,-878.8133,-10.5622,-1108.4127,-13.3217,2790.7777,33.5417,55.3778,4607.6103,6.8773,1150,1002,-5.222,670.3759,744.2482,5.0279,1222,1105,0.4946,935.434,926.2264,25.2994,5936.1702,3539.0071,-10.1101,1.0282,NA,-106935.0528,7205,1190.3141,882.7234,-2.4289,3515,3690,-7.035,553.2878,637.0263,NA,0.7833,0.5279,198.791,2.3892,1.006,395.729,4.7562,2.6765,117,2327,5.02793296089385,175,7205,2.42886884108258,148,7205,2.05412907702984
"1115","HFeQdEWfCto4IOID5dna","10/17/2023",08:38:58,"MFB086","Countermovement Jump",NA,NA,816.01,0.3315,212.1329,-0.2489,7954.2484,-8191.1066,2039,249.8744,1382.902,169.4712,2033,249.1391,1754.0793,214.9581,2199,269.482,0.328,46.3277,0.153,21.6102,0.227,32.0621,0.519,0.708,86.122,213.9407,610.1465,300.0627,2.4842,-0.7241,-1.0477,1.6727,2.5502,2.7154,-889.2431,-10.6904,-1117.3074,-13.4322,2561.0295,30.7885,53.0325,4411.3192,-2.5086,991,1042,-2.6231,673.3137,709.5882,-1.7735,1080,1119,-6.3103,821.696,932.3833,-8.7921,3627.451,4326.7974,-5.0783,-11.8479,NA,-74435.4482,6674,1138.4593,817.8821,-12.1067,2933,3741,-15.4625,481.2123,657.247,NA,0.7331,0.4682,210.9715,2.5363,1.0354,399.175,4.7988,2.572,39,2199,1.77353342428377,808,6674,12.106682649086,51,6674,0.764159424632904
"1116","4mI2WNpzHXSrD9OPfOdD","10/10/2023",07:36:15,"MFB086","Countermovement Jump",NA,NA,809.401,0.341,213.4072,-0.2408,9877.8626,-8759.1234,2109,260.5631,1455.458,179.8192,2100,259.4511,1810.9626,223.7411,2270,280.4543,0.293,45.9248,0.131,20.5329,0.214,33.5423,0.535,0.638,83.982,215.3707,578.596,299.3527,2.5645,-0.689,-1.0322,1.6785,2.5865,2.7334,-893.1461,-10.825,-1155.9889,-14.0107,2653.0645,32.1553,54.4065,4488.9558,-2.9524,1019,1081,-7.4796,673.2977,782.1603,-1.9383,1113,1157,-4.7809,862.1916,948.771,3.864,5129.771,4748.0916,-13.984,-9.1104,NA,-35266.3939,6348,1180.9341,784.2837,-3.4657,3064,3284,-6.9075,549.6807,631.2534,NA,0.8386,0.5345,190.0135,2.303,1.0179,388.5825,4.7096,2.6103,44,2270,1.93832599118943,220,6348,3.46565847511027,62,6348,0.976685570258349
"1117","V40CUflbkzzmXIJfw5yS","10/10/2023",07:36:09,"MFB086","Countermovement Jump",NA,NA,807.117,0.3367,211.4798,-0.2099,9976.7442,-10051.5795,2110,261.4243,1432.1938,177.4456,2096,259.6897,1884.5584,233.4926,2402,297.6025,0.324,49.8462,0.129,19.8462,0.197,30.3077,0.528,0.65,79.9884,213.2865,556.395,293.2749,2.6665,-0.662,-0.9847,1.6588,2.5704,2.6991,-843.503,-10.2522,-1083.3554,-13.1675,2723.6224,33.1039,54.8838,4515.5636,2.1947,1071,1025,-8.3836,656.062,776.1318,0.7494,1210,1192,-0.9993,932.8629,951.6954,14.3745,5705.4264,4271.3178,-15.6058,-1.9521,NA,-52706.6526,7048,1081.5891,873.2315,-9.9886,3172,3876,-3.7334,520.6043,560.9847,NA,0.8123,0.5181,184.1065,2.2377,0.9722,372.2885,4.5249,2.5924,18,2402,0.749375520399667,704,7048,9.98864926220204,46,7048,0.65266742338252
"1118","EYZPrcXGyan1GHLsNdtf","10/3/2023",07:39:23,"MFB086","Countermovement Jump",NA,NA,816.626,0.3365,213.89,-0.25,8809.8592,-8290.6791,2073,253.8494,1426.4789,174.6796,2066,252.9922,1778.7937,217.8223,2224,272.3401,0.321,46.793,0.142,20.6997,0.223,32.5073,0.53,0.686,85.9691,215.5779,599.6155,301.547,2.5076,-0.715,-1.0436,1.6763,2.5694,2.7252,-903.1131,-10.849,-1137.1053,-13.6599,2605.674,31.3016,53.522,4455.4012,-2.5169,1007,1059,-3.4923,688.331,738.1479,-1.7986,1092,1132,-5.7325,838.4126,940.3812,-2.3181,4302.8169,4507.0423,-6.7545,-10.8205,NA,-40685.9444,6900,1065.4721,844.94,-2.7246,3356,3544,-3.0369,516.5575,548.9147,NA,0.7726,0.4905,201.93,2.4258,1.0327,397.6855,4.7773,2.5897,40,2224,1.79856115107914,188,6900,2.72463768115942,52,6900,0.753623188405797
"1119","vP1aIacDwa1V5yYxafEU","10/3/2023",07:39:16,"MFB086","Countermovement Jump",NA,NA,815.86,0.3288,211.2433,-0.2564,8753.5211,-8038.8509,2061,252.6169,1437.1338,176.1496,2061,252.6169,1752.2566,214.7742,2163,265.119,0.332,47.4286,0.142,20.2857,0.226,32.2857,0.527,0.7,87.5954,212.6426,600.4745,300.238,2.4276,-0.7191,-1.0605,1.6376,2.54,2.6894,-916.0958,-11.0152,-1161.9181,-13.971,2527.6668,30.393,51.7712,4305.6158,0.4367,1035,1026,-3.8491,690.9085,746.2254,0.2312,1084,1079,-2.4742,854.4513,897.8053,10.2172,4823.9437,3929.5775,-7.4918,-4.8082,NA,-8482.2901,7372,1033.2093,903.5864,-8.5458,3371,4001,16.0626,599.5846,433.6246,NA,0.7529,0.4698,203.4475,2.4463,1.0533,397.027,4.7739,2.5568,5,2163,0.231160425335183,630,7372,8.54584915897992,9,7372,0.122083559413999
"1120","22YwOM7VSQ6Nd3FzzuaQ","9/26/2023",07:41:23,"MFB086","Countermovement Jump",NA,NA,806.266,0.3306,209.3095,-0.2385,6578.6164,-7789.5882,1858,230.445,1295.9245,160.7316,1853,229.8249,1744.5714,216.3767,2141,265.5451,0.35,47.749,0.159,21.6917,0.224,30.5593,0.53,0.733,77.3302,211.0919,597.222,288.4221,2.7297,-0.6588,-0.9531,1.6075,2.5467,2.693,-765.9681,-9.3197,-949.1739,-11.5488,2490.3836,30.301,53.3339,4383.416,-3.8316,891,962,0.0777,648.4654,647.4591,-4.2504,1025,1116,-7.0433,810.8482,933.7232,-4.7801,3132.0755,3446.5409,0.1784,-13.1411,NA,-49390.2404,7512,1065.3689,931.7024,-13.738,3240,4272,-2.7039,518.2811,547.0878,NA,0.7231,0.451,205.5265,2.5007,0.9409,391.6955,4.7658,2.5684,91,2141,4.25035030359645,1032,7512,13.7380191693291,71,7512,0.945154419595314
"1121","esVOABAcZGaVK7bUgtoG","9/26/2023",07:41:18,"MFB086","Countermovement Jump",NA,NA,805.461,0.335,210.4953,-0.2282,5591.4634,-7557.7151,1725,214.1631,1236.5183,153.5168,1725,214.1631,1772.7248,220.0882,2224,276.1152,0.33,46.3483,0.164,23.0337,0.218,30.618,0.525,0.712,70.2309,211.712,589.629,281.9429,3.0145,-0.5619,-0.8607,1.6158,2.5637,2.7137,-638.0076,-7.7705,-839.7742,-10.2279,2543.7865,30.9817,55.2337,4535.0218,3.0725,889,836,-1.2313,610.6463,625.872,-0.3597,1108,1116,-3.4286,855.9725,916.7523,18.4297,3310.9756,2280.4878,-2.5197,-6.5968,NA,-53863.7173,6215,1032.8642,771.6078,-22.7997,2399,3816,-16.4231,431.6182,601.246,NA,0.7374,0.4705,202.3265,2.4642,0.8554,387.3025,4.7171,2.5785,8,2224,0.359712230215827,1417,6215,22.7996781979083,53,6215,0.85277554304103
"1122","jduubogwgXgwBtaiCgQM","9/19/2023",07:45:37,"MFB086","Countermovement Jump",NA,NA,815.232,0.3135,206.0987,-0.2474,7210.5263,-7753.5797,1918,235.2705,1347.1842,165.2516,1911,234.4118,1713.9435,210.24,2089,256.2461,0.302,44.152,0.152,22.2222,0.23,33.6257,0.525,0.684,80.3047,207.6411,599.3645,287.9459,2.5857,-0.6606,-0.9755,1.5918,2.4801,2.6328,-798.6682,-9.6107,-984.9431,-11.8522,2413.1256,29.0381,50.2955,4179.6667,0.2616,958,953,-5.2117,638.4868,708.6974,1.8669,1064,1025,-3.1585,829.9043,884.0391,9.3066,3940.7895,3269.7368,-9.9766,-6.1031,NA,-28570.8726,6259,989.7741,767.7569,-12.6378,2734,3525,-0.0338,494.72,495.0541,NA,0.7675,0.4583,204.22,2.4575,0.9663,395.1445,4.7549,2.4986,39,2089,1.86692197223552,791,6259,12.6378015657453,5,6259,0.0798849656494648
"1123","JKKZOWczDUK9h7NB5yPI","9/19/2023",07:45:30,"MFB086","Countermovement Jump",NA,NA,814.778,0.292,198.8025,-0.2362,4403.1414,-7008.2044,1655,203.1228,1234.1309,151.4684,1655,203.1228,1664.6325,204.305,2087,256.1434,0.271,38.9368,0.191,27.4425,0.234,33.6207,0.497,0.696,79.6724,199.6794,625.6325,279.3518,2.5063,-0.6357,-0.9603,1.4982,2.3936,2.5557,-718.4983,-8.6508,-942.3706,-11.3462,2241.5128,26.988,49.1072,4078.6386,1.7523,842,813,-6.4208,577.445,656.6859,0.0479,1044,1043,-1.4556,820.2009,844.4316,17.4792,2586.3874,1816.7539,-12.1412,-2.8504,NA,-21034.7741,5739,961.548,704.3636,-12.7374,2504,3235,13.2703,544.574,416.974,NA,0.7141,0.4196,235.295,2.833,0.9593,390.3375,4.6997,2.4042,1,2087,0.0479156684235745,731,5739,12.737410698728,29,5739,0.50531451472382
